date,pv
1996-04-05,1117168.6454041519
1996-04-08,1138119.2520204228
1996-04-09,1143468.1118779606
1996-04-10,1154690.5446362908
1996-04-11,1153388.9155893822
1996-04-12,1152801.050459731
1996-04-15,1172978.6205120902
1996-04-16,1180596.8872874444
1996-04-17,1226227.0903564815
1996-04-18,1251928.8946884985
1996-04-19,1264245.1704329692
1996-04-22,1243247.038631828
1996-04-23,1238042.1824861479
1996-04-24,1287639.4277658348
1996-04-25,1262192.523554219
1996-04-26,1272773.0112554382
1996-04-29,1263696.8434447125
1996-04-30,1280086.2669399932
1996-05-01,1303831.3102895806
1996-05-02,1311948.7438874643
1996-05-03,1322353.2722039837
1996-05-06,1293692.1745029378
1996-05-07,1302930.8903605726
1996-05-08,1317735.0272551286
1996-05-09,1309236.3615388682
1996-05-10,1280728.7855080962
1996-05-13,1286008.2145010636
1996-05-14,1290036.6947138333
1996-05-15,1298647.781140622
1996-05-16,1316292.5229897304
1996-05-17,1299522.4349092464
1996-05-20,1289425.9204632454
1996-05-21,1277702.913217128
1996-05-22,1274914.8933947145
1996-05-23,1261714.3877861688
1996-05-24,1267494.5322801694
1996-05-27,1255188.2220215304
1996-05-28,1249947.8872681845
1996-05-29,1271988.7894514415
1996-05-30,1268148.652873693
1996-05-31,1265536.7063188117
1996-06-03,1273499.7133451102
1996-06-04,1278567.6901865825
1996-06-05,1269160.9208234588
1996-06-06,1282093.8840651682
1996-06-07,1298431.8831342065
1996-06-10,1318039.4328449054
1996-06-11,1309014.831443427
1996-06-12,1335438.644294916
1996-06-13,1344813.0173115395
1996-06-14,1371457.2804920536
1996-06-17,1363565.9630095153
1996-06-18,1351972.4680758298
1996-06-19,1346403.596418898
1996-06-20,1340301.8273104902
1996-06-21,1329705.6935161515
1996-06-24,1319836.2424500627
1996-06-25,1310009.3105178534
1996-06-26,1305957.0104270172
1996-06-27,1308295.8312646197
1996-06-28,1309375.2416042446
1996-07-01,1301273.1755844401
1996-07-02,1293141.4493664897
1996-07-03,1277779.5683410065
1996-07-04,1283552.1581816194
1996-07-05,1293882.0499990769
1996-07-08,1300131.7588358219
1996-07-09,1291420.43858969
1996-07-10,1294805.0963037796
1996-07-11,1294078.336304472
1996-07-12,1288125.3234386996
1996-07-15,1287692.8321550519
1996-07-16,1268056.258708896
1996-07-17,1272487.8593195784
1996-07-18,1276290.0928365903
1996-07-19,1287763.150332459
1996-07-22,1289526.1293644859
1996-07-23,1290413.3533693207
1996-07-24,1265779.9021724614
1996-07-25,1254032.4781532008
1996-07-26,1238867.0836025127
1996-07-29,1234318.9597399724
1996-07-30,1221052.6852832064
1996-07-31,1226038.8140768772
1996-08-01,1235548.5183986279
1996-08-02,1227328.9765341857
1996-08-05,1224894.3400979668
1996-08-06,1224496.8837352616
1996-08-07,1224543.7430557148
1996-08-08,1224394.2202248517
1996-08-09,1225090.841905736
1996-08-12,1208493.6628182428
1996-08-13,1209951.0173761135
1996-08-14,1207014.9926019353
1996-08-15,1207014.9926019353
1996-08-16,1201060.5718951637
1996-08-19,1197084.2492930386
1996-08-20,1196899.1615806923
1996-08-21,1196899.1615806923
1996-08-22,1196475.731797703
1996-08-23,1196738.5806917564
1996-08-26,1196691.2928068715
1996-08-27,1199775.0072525197
1996-08-28,1195966.8195406892
1996-08-29,1197174.2325932607
1996-08-30,1195305.0922667608
1996-09-02,1196092.6608661038
1996-09-03,1203785.9595488473
1996-09-04,1187110.1348536876
1996-09-05,1189779.1906639193
1996-09-06,1188152.8160439762
1996-09-09,1185388.9655051618
1996-09-10,1182919.959969657
1996-09-11,1180985.7243556408
1996-09-12,1180174.529724059
1996-09-13,1180217.619740552
1996-09-16,1179687.4524284112
1996-09-17,1181417.8839736315
1996-09-18,1179720.896677872
1996-09-19,1178884.627394695
1996-09-20,1178297.709189661
1996-09-23,1178705.4736926816
1996-09-24,1178912.0336049818
1996-09-25,1177990.9916501679
1996-09-26,1177229.33271251
1996-09-27,1177436.8850005725
1996-09-30,1178114.1063330637
1996-10-01,1177806.196929746
1996-10-02,1177806.196929746
1996-10-03,1177021.151001277
1996-10-04,1175943.834586546
1996-10-07,1175136.0435412433
1996-10-08,1174818.4519846255
1996-10-09,1174427.021106616
1996-10-10,1174427.6711289785
1996-10-11,1174950.2179864757
1996-10-14,1173072.036590873
1996-10-15,1170976.2641331896
1996-10-16,1169877.4279022126
1996-10-17,1169340.2865897308
1996-10-18,1169408.7263027937
1996-10-21,1169308.8861429538
1996-10-22,1163689.499506844
1996-10-23,1161480.8779330675
1996-10-24,1159122.778648874
1996-10-25,1157917.1685457993
1996-10-28,1158826.6102150145
1996-10-29,1156107.1245749695
1996-10-30,1156107.1245749695
1996-10-31,1146983.1861466668
1996-11-01,1146040.2360961633
1996-11-04,1145906.1759433078
1996-11-05,1145213.2478121053
1996-11-06,1138308.804864183
1996-11-07,1137776.0012134807
1996-11-08,1137178.722055694
1996-11-11,1127940.9128259823
1996-11-12,1455281.7835392803
1996-11-13,1127265.8259232421
1996-11-14,1128438.887148266
1996-11-15,1129620.0832865906
1996-11-18,1130814.6999799593
1996-11-19,1129461.724732083
1996-11-20,1134705.2880737013
1996-11-21,1122845.698439037
1996-11-22,1111132.235431786
1996-11-25,1106121.8293473672
1996-11-26,1099692.9845646336
1996-11-27,1097335.356985116
1996-11-28,1097986.8184705526
1996-11-29,1099272.4654321752
1996-12-02,1099180.1159744314
1996-12-03,1099201.7842834932
1996-12-04,1095782.364792346
1996-12-05,1095334.8414861383
1996-12-06,1097541.681365504
1996-12-09,1105683.2458958745
1996-12-10,1110214.0251944764
1996-12-11,1115027.2464204128
1996-12-12,1106667.4707792383
1996-12-13,1107232.8684975302
1996-12-16,1115889.6919782765
1996-12-17,1107923.5865881196
1996-12-18,1112846.2618166292
1996-12-19,1112517.749697894
1996-12-20,1115171.2867968366
1996-12-23,1112969.328696567
1996-12-24,1103416.1007132519
1996-12-25,1103416.1007132519
1996-12-26,1123727.1166554587
1996-12-27,1123727.1166554587
1996-12-30,1123727.1166554587
1996-12-31,1110421.8071782968
1997-01-01,1133182.4488531342
1997-01-02,1128643.194875724
1997-01-03,1137317.9397469435
1997-01-06,1143084.0121307722
1997-01-07,1138765.0859584385
1997-01-08,1156066.6905881371
1997-01-09,1172007.7917787333
1997-01-10,1188253.834051326
1997-01-13,1183204.939253408
1997-01-14,1177926.404437661
1997-01-15,1234994.6505079048
1997-01-16,1190670.9971699899
1997-01-17,1179141.725545641
1997-01-20,1153545.1918172617
1997-01-21,1142273.2499382207
1997-01-22,1168834.6500152068
1997-01-23,1168834.6500152068
1997-01-24,1159040.4248654845
1997-01-27,1181376.9646995405
1997-01-28,1186570.540714977
1997-01-29,1181370.7714842954
1997-01-30,1171052.941619048
1997-01-31,1159141.6876210012
1997-02-03,1141367.0895214167
1997-02-04,1139489.7938346288
1997-02-05,1146125.0986701343
1997-02-06,1142193.2384270055
1997-02-07,1146613.4024180959
1997-02-10,1146764.4616590487
1997-02-11,1161414.0549959391
1997-02-12,1171019.52960199
1997-02-13,1182160.0077809899
1997-02-14,1182907.4358517753
1997-02-17,1186245.0464688684
1997-02-18,1182307.2750773816
1997-02-19,1187904.1067080025
1997-02-20,1178368.6763890064
1997-02-21,1174670.6787199257
1997-02-24,1148453.9777405055
1997-02-25,1150248.1200638486
1997-02-26,1159347.196181477
1997-02-27,1171411.0087167157
1997-02-28,1210469.8386177649
1997-03-03,1302757.3474158663
1997-03-04,1298614.739177399
1997-03-05,1321196.1447861705
1997-03-06,1310256.2350524878
1997-03-07,1404197.4129272653
1997-03-10,1246582.4111562243
1997-03-11,1232520.1273243302
1997-03-12,1251992.982242261
1997-03-13,1243900.6357558973
1997-03-14,1248253.4331917292
1997-03-17,1250900.1656137763
1997-03-18,1247488.1032413265
1997-03-19,1241289.842005107
1997-03-20,1242018.4285236446
1997-03-21,1249367.3978200515
1997-03-24,1249367.3978200515
1997-03-25,1253028.4331072336
1997-03-26,1263612.4885316826
1997-03-27,1268093.3062505033
1997-03-28,1268093.3062505033
1997-03-31,1177502.053440546
1997-04-01,1191289.0997740412
1997-04-02,1219493.6520865906
1997-04-03,1245782.954117157
1997-04-04,1263648.216574397
1997-04-07,1269941.2976661518
1997-04-08,1269941.2976661518
1997-04-09,1289899.8431635238
1997-04-10,1272197.2097487063
1997-04-11,1269988.1324887506
1997-04-14,1378692.180510115
1997-04-15,1273741.1291524833
1997-04-16,1273741.1291524833
1997-04-17,1276336.6323289385
1997-04-18,1276336.6323289385
1997-04-21,1287840.6538360263
1997-04-22,1288466.6563488278
1997-04-23,1288913.4442606396
1997-04-24,1281570.6914608036
1997-04-25,1288713.9919149673
1997-04-28,1307238.0392908987
1997-04-29,1306786.621859587
1997-04-30,1328503.1442578242
1997-05-01,1328503.1442578242
1997-05-02,1329335.3561649055
1997-05-05,1336979.5712778552
1997-05-06,1345351.9114113455
1997-05-07,1360524.1134444452
1997-05-08,1387380.9111139267
1997-05-09,1394904.9975864186
1997-05-12,1393949.3510355672
1997-05-13,1389259.711705404
1997-05-14,1383564.8237463012
1997-05-15,1379095.54478005
1997-05-16,1376105.2234322976
1997-05-19,1387713.7077529202
1997-05-20,1399565.4592196008
1997-05-21,1383220.6114613796
1997-05-22,1369072.855101046
1997-05-23,1366417.6404828546
1997-05-26,1361105.2761393127
1997-05-27,1345826.898045687
1997-05-28,1343389.2795491237
1997-05-29,1343508.1574075483
1997-05-30,1358150.4871249525
1997-06-02,1363723.658804841
1997-06-03,1379893.9881624312
1997-06-04,1394565.7310777968
1997-06-05,1396701.2065017135
1997-06-06,1396945.6121932615
1997-06-09,1391348.3751788675
1997-06-10,1409071.5806995654
1997-06-11,1424088.3819204047
1997-06-12,1430658.1702397869
1997-06-13,1410348.1312712324
1997-06-16,1386080.3898687111
1997-06-17,1394617.4786545327
1997-06-18,1432736.8950096187
1997-06-19,1429214.6932521083
1997-06-20,1416798.64167358
1997-06-23,1418284.234951557
1997-06-24,1413676.8476112562
1997-06-25,1447715.7868427665
1997-06-26,1461097.4122514063
1997-06-27,1455559.8742878265
1997-06-30,1476022.9048874108
1997-07-01,1485555.2233471386
1997-07-02,1509799.2725103912
1997-07-03,1515308.7467687011
1997-07-04,1529892.4119959848
1997-07-07,1545485.448400597
1997-07-08,1540026.8877949654
1997-07-09,1591132.8962522862
1997-07-10,1606416.2866424501
1997-07-11,1610872.3971638342
1997-07-14,1612194.5625475382
1997-07-15,1591597.1323203435
1997-07-16,1603994.9287856568
1997-07-17,1618430.9126833766
1997-07-18,1618430.9126833766
1997-07-21,1575718.9813045547
1997-07-22,1564649.006568545
1997-07-23,1599233.5498057348
1997-07-24,1591067.1442444047
1997-07-25,1571698.535022469
1997-07-28,1581556.8552352868
1997-07-29,1596719.3360042265
1997-07-30,1604608.222339215
1997-07-31,1628660.4453720918
1997-08-01,1671984.7308402641
1997-08-04,1720964.652830201
1997-08-05,1736634.5501331182
1997-08-06,1752053.9576007598
1997-08-07,1757696.8688822696
1997-08-08,1760063.1268562998
1997-08-11,1783295.2448297443
1997-08-12,1755312.5297106549
1997-08-13,1749426.192490873
1997-08-14,1724758.6780981363
1997-08-15,1724758.6780981363
1997-08-18,1725374.6124324445
1997-08-19,1702953.7563816775
1997-08-20,1718063.34588345
1997-08-21,1711480.032196454
1997-08-22,1693507.4160255503
1997-08-25,1693572.5772034652
1997-08-26,1708197.4961508287
1997-08-27,1709522.363053535
1997-08-28,1673933.6629835558
1997-08-29,1664294.2507418818
1997-09-01,1670501.9134288793
1997-09-02,1694022.1598674196
1997-09-03,1711114.726718085
1997-09-04,1706259.1434953744
1997-09-05,1731341.7210373671
1997-09-08,1786768.1429918273
1997-09-09,1829124.8782273408
1997-09-10,1828840.0538552536
1997-09-11,1802407.5439473179
1997-09-12,1801579.431461238
1997-09-15,1784637.4640372656
1997-09-16,1792197.1018941475
1997-09-17,1779630.868985086
1997-09-18,1738608.4517854436
1997-09-19,1769192.1523904342
1997-09-22,1766866.4158731715
1997-09-23,1799914.719497285
1997-09-24,1814789.3649354947
1997-09-25,1830952.9921416522
1997-09-26,1863686.2680758294
1997-09-29,1889580.8455822843
1997-09-30,1902319.3549853757
1997-10-01,1883393.7530309919
1997-10-02,1883393.7530309919
1997-10-03,1883393.7530309919
1997-10-06,1883393.7530309919
1997-10-07,1883393.7530309919
1997-10-08,1883393.7530309919
1997-10-09,1838241.6597348386
1997-10-10,1875518.7210735574
1997-10-13,1877538.8182553903
1997-10-14,1832838.8145822543
1997-10-15,1828013.0646350444
1997-10-16,1812203.9069713245
1997-10-17,1830987.0608960588
1997-10-20,2733823.2929769154
1997-10-21,2778008.5952198375
1997-10-22,1921714.0251299867
1997-10-23,1878587.415114118
1997-10-24,1857932.0958427945
1997-10-27,1912332.9690793066
1997-10-28,1847124.4062674153
1997-10-29,1901129.0484540341
1997-10-30,1888031.9312771757
1997-10-31,1888031.9312771757
1997-11-03,1875473.7175689684
1997-11-04,1864582.20216893
1997-11-05,1732586.3713470078
1997-11-06,1732168.4919031144
1997-11-07,1736204.8991774349
1997-11-10,1727802.5212248897
1997-11-11,1731297.2965800012
1997-11-12,1725763.6226736219
1997-11-13,1722461.694334403
1997-11-14,1722461.694334403
1997-11-17,1728619.8169536302
1997-11-18,1725642.5705568115
1997-11-19,1715472.6034942723
1997-11-20,1716006.5047645613
1997-11-21,1722462.032977671
1997-11-24,1720089.3752055299
1997-11-25,1726051.7413761423
1997-11-26,1725608.122134886
1997-11-27,1733368.4464663567
1997-11-28,1726420.7120511923
1997-12-01,1731085.873777837
1997-12-02,1729619.4981105363
1997-12-03,1733397.4948283385
1997-12-04,1729480.389776467
1997-12-05,1732469.3247465047
1997-12-08,1732896.1277330113
1997-12-09,1720849.8428326352
1997-12-10,1720564.7779258627
1997-12-11,1718732.3787316906
1997-12-12,1717653.7070829512
1997-12-15,1719584.4344647378
1997-12-16,1719979.5240654023
1997-12-17,1719784.3305522725
1997-12-18,1716953.3711277766
1997-12-19,1715746.3945964423
1997-12-22,1716821.7396765098
1997-12-23,1715669.075690813
1997-12-24,1716887.198456649
1997-12-25,1716887.198456649
1997-12-26,1716953.6616577893
1997-12-29,1729985.3306803252
1997-12-30,1730629.5773249199
1997-12-31,1744030.416969202
1998-01-01,1734655.9314228124
1998-01-02,1733723.9398458812
1998-01-05,1743621.7769115723
1998-01-06,1727143.9326869047
1998-01-07,1739699.6013905695
1998-01-08,1721001.6687247767
1998-01-09,1701555.8197663554
1998-01-12,1681144.0005473276
1998-01-13,1681780.5266711374
1998-01-14,1687698.0819729962
1998-01-15,1681784.146223814
1998-01-16,1687124.1501331336
1998-01-19,1691538.693949013
1998-01-20,1687064.2995886328
1998-01-21,1688997.172895145
1998-01-22,1682006.4518090792
1998-01-23,1677135.6402615942
1998-01-26,1677135.6402615942
1998-01-27,1675388.7634431284
1998-01-28,1674485.921171749
1998-01-29,1674288.8786724496
1998-01-30,1676975.332419727
1998-02-02,1676801.439722258
1998-02-03,1676843.9314504247
1998-02-04,1675024.3512806022
1998-02-05,1676901.4852361917
1998-02-06,1678239.322734222
1998-02-09,1678615.6761842454
1998-02-10,1677784.0612033717
1998-02-11,1674518.5868153523
1998-02-12,1674563.3662455776
1998-02-13,1674599.27280911
1998-02-16,1674599.27280911
1998-02-17,1674572.7457410854
1998-02-18,1675108.4603369706
1998-02-19,1675139.5093848193
1998-02-20,1674046.7235530147
1998-02-23,1679416.8073649232
1998-02-24,1679398.2205802002
1998-02-25,1686412.8903765667
1998-02-26,1685200.7406270334
1998-02-27,1694146.4500530488
1998-03-02,1735743.106733153
1998-03-03,1698047.0749534667
1998-03-04,1744934.4765849032
1998-03-05,1726972.530117039
1998-03-06,1724198.1354433168
1998-03-09,1742301.4729702114
1998-03-10,1729893.4603976614
1998-03-11,1730657.821419251
1998-03-12,1746132.7579849965
1998-03-13,1746132.7579849965
1998-03-16,1772296.8612773176
1998-03-17,1766795.565602094
1998-03-18,1810777.9562738014
1998-03-19,1833836.3220447325
1998-03-20,1841855.9517427953
1998-03-23,1848053.1239834551
1998-03-24,1826291.0364922958
1998-03-25,1856570.7209300182
1998-03-26,1822877.0648376532
1998-03-27,1837992.3227963273
1998-03-30,1810636.1715936754
1998-03-31,1806300.2012308883
1998-04-01,1884838.5761106203
1998-04-02,1886380.2137039797
1998-04-03,1895154.6423413698
1998-04-06,1930373.6551696127
1998-04-07,1932982.8000851802
1998-04-08,1932982.8000851802
1998-04-09,2010882.9596762336
1998-04-10,2021116.5146560646
1998-04-13,1991167.506374297
1998-04-14,1991167.506374297
1998-04-15,2107877.941574643
1998-04-16,2138260.318480286
1998-04-17,2172269.1928298003
1998-04-20,2139778.19749668
1998-04-21,2151897.823539942
1998-04-22,2150560.000696315
1998-04-23,2096952.7801706966
1998-04-24,2060897.4207866103
1998-04-27,2042651.1009728936
1998-04-28,2019267.451000938
1998-04-29,2043594.6915982538
1998-04-30,2072555.6164572195
1998-05-01,2072555.6164572195
1998-05-04,2150159.0889601763
1998-05-05,2144600.225425574
1998-05-06,2121473.969751151
1998-05-07,2121473.969751151
1998-05-08,2118540.499368387
1998-05-11,2140938.122243493
1998-05-12,2089965.5548523557
1998-05-13,2055973.7334611535
1998-05-14,2100743.0163782993
1998-05-15,2106437.902748348
1998-05-18,2166371.71299409
1998-05-19,2216854.2388324854
1998-05-20,2284595.6695878194
1998-05-21,2254686.9573022528
1998-05-22,2256130.9301664773
1998-05-25,2295623.810332508
1998-05-26,2280295.450083256
1998-05-27,2338146.236854434
1998-05-28,2372188.662373628
1998-05-29,2339906.877039546
1998-06-01,2328193.7073513297
1998-06-02,2249413.300523312
1998-06-03,2274021.269270048
1998-06-04,2264312.6757951053
1998-06-05,2171703.7400297504
1998-06-08,2113162.712923335
1998-06-09,2165290.4751755814
1998-06-10,2163464.2529121297
1998-06-11,2154834.5831762594
1998-06-12,2188463.6462036087
1998-06-15,2142450.601980439
1998-06-16,2121490.8755485755
1998-06-17,2165022.317417266
1998-06-18,2157644.6235968634
1998-06-19,2124909.551687346
1998-06-22,2090396.152058042
1998-06-23,2076746.9664836817
1998-06-24,2118681.979184247
1998-06-25,2146836.3752759215
1998-06-26,2138630.382907725
1998-06-29,2168457.2327334406
1998-06-30,2173448.3810546617
1998-07-01,2184642.641937013
1998-07-02,2171097.3968119784
1998-07-03,2141507.2022521636
1998-07-06,2157031.6065290277
1998-07-07,2162307.0337435156
1998-07-08,2160154.046547563
1998-07-09,2142039.228628151
1998-07-10,2151375.373443917
1998-07-13,2158967.5427400414
1998-07-14,2160062.7034359197
1998-07-15,2185571.110059935
1998-07-16,2228798.6567760357
1998-07-17,2217724.057736939
1998-07-20,2200318.8817805075
1998-07-21,2196366.703608228
1998-07-22,2191868.688766285
1998-07-23,2167319.379070944
1998-07-24,2166660.1305920696
1998-07-27,2187363.436732767
1998-07-28,2245525.2657087822
1998-07-29,2287626.8832942033
1998-07-30,2296437.312430141
1998-07-31,2305295.417171962
1998-08-03,2281785.7184682363
1998-08-04,2239273.397706735
1998-08-05,2257048.5821790188
1998-08-06,2247949.4012484555
1998-08-07,2270816.936996507
1998-08-10,2264714.395939248
1998-08-11,2283715.215452787
1998-08-12,2239731.780835675
1998-08-13,2247103.8906684117
1998-08-14,2235580.0680460036
1998-08-17,2192544.087252256
1998-08-18,2183757.1923644342
1998-08-19,2188814.3290076666
1998-08-20,2209724.1599115003
1998-08-21,2205393.8548364853
1998-08-24,2215697.872510491
1998-08-25,2237657.713114077
1998-08-26,2237729.562509666
1998-08-27,2257797.7609150736
1998-08-28,2215298.4445723835
1998-08-31,2209449.9408004265
1998-09-01,2181222.727012721
1998-09-02,2194514.2594435085
1998-09-03,2186437.86654229
1998-09-04,2187586.6710336865
1998-09-07,2205606.9893313507
1998-09-08,2227630.055280777
1998-09-09,2226239.620828614
1998-09-10,2213378.822522318
1998-09-11,2197429.523680053
1998-09-14,2212324.3467620406
1998-09-15,2209682.457967751
1998-09-16,2235185.815619327
1998-09-17,2260624.2892670673
1998-09-18,2247094.4556102827
1998-09-21,2231627.1969538736
1998-09-22,2235604.9650179413
1998-09-23,2256252.9295287635
1998-09-24,2278654.4670762243
1998-09-25,2282574.9431686588
1998-09-28,2317922.7026705244
1998-09-29,2312212.5111436113
1998-09-30,2336852.0451475866
1998-10-01,2336852.0451475866
1998-10-02,2336852.0451475866
1998-10-05,2245309.539245061
1998-10-06,2238236.3101202627
1998-10-07,2291656.1778478036
1998-10-08,2295274.6239678226
1998-10-09,2302154.7292650086
1998-10-12,2284734.2515599704
1998-10-13,2255227.246451084
1998-10-14,2280061.527052708
1998-10-15,2270149.427882963
1998-10-16,2267974.384977277
1998-10-19,2229753.8371925284
1998-10-20,2216729.3164203786
1998-10-21,2216729.3164203786
1998-10-22,2024591.3006056144
1998-10-23,2024173.7679023496
1998-10-26,2030518.266590657
1998-10-27,2021922.4541717432
1998-10-28,2024422.0078854947
1998-10-29,2021928.0326495199
1998-10-30,2020360.1625227905
1998-11-02,2014862.1244349484
1998-11-03,2014348.1654733957
1998-11-04,2330192.2053537224
1998-11-05,2015353.5642220748
1998-11-06,2016892.564579122
1998-11-09,2020980.0360923756
1998-11-10,2020556.8527224322
1998-11-11,2017489.7859832398
1998-11-12,2014307.8061453234
1998-11-13,2015647.9251656493
1998-11-16,2010904.9651803563
1998-11-17,2010415.4946068064
1998-11-18,2015902.358585066
1998-11-19,2006813.2643268094
1998-11-20,2003097.2563560677
1998-11-23,1995279.5404144977
1998-11-24,1989740.5331066244
1998-11-25,2354647.6187684485
1998-11-26,1985611.593955489
1998-11-27,1985003.9613411692
1998-11-30,1979611.5291701902
1998-12-01,1979864.0667056674
1998-12-02,1980475.1233249153
1998-12-03,1985379.592280997
1998-12-04,1982600.257261513
1998-12-07,1987122.3545369736
1998-12-08,1995302.992612161
1998-12-09,1995641.514211637
1998-12-10,1989892.2350974747
1998-12-11,1995453.9229473232
1998-12-14,1993093.4024029532
1998-12-15,1991762.2213855502
1998-12-16,1991930.5553385962
1998-12-17,1984414.004035912
1998-12-18,1998225.8360187674
1998-12-21,2018465.6860627185
1998-12-22,2022345.0873505848
1998-12-23,2024053.6145248832
1998-12-24,2037374.7554284495
1998-12-25,2037374.7554284495
1998-12-28,2058067.8058120902
1998-12-29,2062927.1708754706
1998-12-30,2097317.0171961114
1998-12-31,2049768.4757967924
1999-01-01,2046575.932186682
1999-01-04,2069784.8955367138
1999-01-05,2054316.249697805
1999-01-06,2069330.734984343
1999-01-07,2072777.7005104185
1999-01-08,2129368.7350151953
1999-01-11,2153451.8519199197
1999-01-12,2139296.921381454
1999-01-13,2170795.0331638395
1999-01-14,2157292.7331556273
1999-01-15,2093396.250460053
1999-01-18,2106283.222483006
1999-01-19,2082027.271064143
1999-01-20,2082027.271064143
1999-01-21,2144629.54060293
1999-01-22,2150433.718906596
1999-01-25,2155575.596522403
1999-01-26,2155575.596522403
1999-01-27,2183267.6885166233
1999-01-28,2145804.1975216703
1999-01-29,2149075.7924342523
1999-02-01,2128545.370332843
1999-02-02,2122620.6108833775
1999-02-03,2160129.881161803
1999-02-04,2159813.831964394
1999-02-05,2182943.3617255995
1999-02-08,2172113.8850510884
1999-02-09,2178191.3911750843
1999-02-10,2194740.828340978
1999-02-11,2214849.0141080655
1999-02-12,2231113.0328435083
1999-02-15,2209762.026352236
1999-02-16,2218753.2832720676
1999-02-17,2234785.6274540303
1999-02-18,2233297.0724176103
1999-02-19,2223161.3643992767
1999-02-22,2189259.0978145567
1999-02-23,2211396.010385805
1999-02-24,2235903.1623932356
1999-02-25,2246062.2174422345
1999-02-26,2232004.057793762
1999-03-01,2364252.3253520257
1999-03-02,2437406.5551577373
1999-03-03,2415054.5083445404
1999-03-04,2362272.189820268
1999-03-05,2372335.819483186
1999-03-08,2361479.4252961404
1999-03-09,2366896.6335674003
1999-03-10,2372395.19792512
1999-03-11,2376754.571425122
1999-03-12,2402023.9951991187
1999-03-15,2426537.6773908297
1999-03-16,2395853.463936718
1999-03-17,2401418.508049361
1999-03-18,2442483.1857133415
1999-03-19,2433126.3409344214
1999-03-22,2434500.2066116985
1999-03-23,2422303.3049042597
1999-03-24,2408393.3058171626
1999-03-25,2386523.2012573546
1999-03-26,2439010.1522633885
1999-03-29,2439010.1522633885
1999-03-30,2460965.6808485403
1999-03-31,2513790.6573123885
1999-04-01,2523817.455053919
1999-04-02,2523817.455053919
1999-04-05,2439804.4373359685
1999-04-06,2408282.5878824373
1999-04-07,2376593.450256681
1999-04-08,2337618.2266367925
1999-04-09,2291601.181412754
1999-04-12,2287194.746857817
1999-04-13,2273411.4182623443
1999-04-14,2272080.3663186566
1999-04-15,2249753.941100771
1999-04-16,2286019.081471868
1999-04-19,2270508.0067356965
1999-04-20,2282951.0782522336
1999-04-21,2291696.9245707113
1999-04-22,2280886.5316045363
1999-04-23,2279087.26672609
1999-04-26,2239872.70977075
1999-04-27,2572521.8964178227
1999-04-28,2244863.346661568
1999-04-29,2247478.758940974
1999-04-30,2254523.3061377867
1999-05-03,2247733.10604742
1999-05-04,2265638.690778561
1999-05-05,2262916.4581295974
1999-05-06,2253324.7867298257
1999-05-07,2256982.842443695
1999-05-10,2266286.292705836
1999-05-11,2272193.357824521
1999-05-12,2255291.6383694764
1999-05-13,2275868.517169753
1999-05-14,2285905.8951742756
1999-05-17,2271895.593266625
1999-05-18,2285324.5552596874
1999-05-19,2304190.9854959487
1999-05-20,2284609.192066604
1999-05-21,2265156.5292579955
1999-05-24,2275184.5965528376
1999-05-25,2278613.187707624
1999-05-26,2237824.618722721
1999-05-27,2214974.738271403
1999-05-28,2197358.142622435
1999-05-31,2240795.991852007
1999-06-01,2217037.0468330146
