Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
506401,Deepak Nitrite Limited,DEEPAKNTR,Deepak Nitrite Ltd-$,Active,A ,2.00,INE288B01029,Equity,,,,,
506590,PCBL Chemical Limited,PCBL,PCBL Chemical Ltd,Active,A ,1.00,INE602A01031,Equity,,,,,
506655,Sudarshan Chemical Indus. Ltd.,SUDARSCHEM,Sudarshan Chemical Industries Ltd,Active,A ,2.00,INE659A01023,Equity,,,,,
506767,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Alkyl Amines Chemicals Ltd-$,Active,A ,2.00,INE150B01039,Equity,,,,,
506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,AstraZeneca Pharma India Ltd,Active,A ,2.00,INE203A01020,Equity,,,,,
506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,Active,A ,1.00,INE572A01036,Equity,,,,,
507205,Tilaknagar Industries Ltd,TI,Tilaknagar Industries Ltd-$,Active,A ,10.00,INE133E01013,Equity,,,,,
507685,Wipro  Ltd.,WIPRO,Wipro Ltd,Active,A ,2.00,INE075A01022,Equity,,,,,
507815,Gillette India Ltd.,GILLETTE,Gillette India Ltd,Active,A ,10.00,INE322A01010,Equity,,,,,
507880,V.I.P. Industries Ltd.,VIPIND,VIP Industries Ltd-$,Active,A ,2.00,INE054A01027,Equity,,,,,
508869,Apollo Hospitals Enterprises Ltd.,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Active,A ,5.00,INE437A01024,Equity,,,,,
509480,Berger Paints India Ltd,BERGEPAINT,Berger Paints India Ltd,Active,A ,1.00,INE463A01038,Equity,,,,,
509488,Graphite India Ltd.,GRAPHITE,Graphite India Ltd,Active,A ,2.00,INE371A01025,Equity,,,,,
509496,Cemindia Projects Limited,CEMPRO,Cemindia Projects Ltd,Active,A ,1.00,INE686A01026,Equity,,,,,
509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10.00,INE276A01018,Equity,,,,,
509631,HEG Ltd.,HEG,HEG Ltd,Active,A ,2.00,INE545A01024,Equity,,,,,
