symbol,date,entry_price,ret_5,ret_10,ret_20,ret_60,ret_120,mfe_5,mfe_10,mfe_20,mfe_60,mfe_120,mae_5,mae_10,mae_20,mae_60,mae_120,regime
360ONE,2024-04-12,722.3755,0.03534256075960501,0.059670213067857324,0.024848018793549937,0.27145508118700035,0.3746269080277501,0.21766463563617533,0.21766463563617533,0.21766463563617533,0.44583807175077245,0.6494773147760409,-0.013380160318283154,-0.013380160318283154,-0.027623029850818603,-0.061359223838571446,-0.061359223838571446,BULL
360ONE,2024-04-18,771.8746,0.022071979049446595,-0.025691090236678298,-0.0031391109384866426,0.25007831583005835,0.35474661298609916,0.10043017350227613,0.10043017350227613,0.10043017350227613,0.3531187578915022,0.5436989376253603,-0.038641509903292626,-0.038641509903292626,-0.08998003043499554,-0.12155277554151926,-0.12155277554151926,BULL
360ONE,2024-06-26,916.6536,-0.007916949216148867,0.03637524578532181,0.0663314909797987,0.1519284929443358,0.31426026145536323,0.13940315076491286,0.13940315076491286,0.13940315076491286,0.29988252923459846,0.36215010773971756,-0.05215579800264791,-0.05215579800264791,-0.05215579800264791,-0.05215579800264791,-0.05215579800264791,BULL
360ONE,2024-06-27,961.2262,-0.015762887029088478,-0.04448297393475125,0.08978219694802332,0.10316676761411636,0.27801843104151763,0.0865683852562489,0.0865683852562489,0.0865683852562489,0.23960624460714863,0.29898644044450723,-0.056726085909851315,-0.061164167185621864,-0.061164167185621864,-0.061164167185621864,-0.061164167185621864,BULL
360ONE,2024-06-28,954.2142,0.008633072113158653,0.014799612078713519,0.13314505275649838,0.06578386697661799,0.27010004671906995,0.04640289360606868,0.0636690378323861,0.1089414724702273,0.24871543517168357,0.3085319836992574,-0.05426517442310128,-0.05426517442310128,-0.05426517442310128,-0.05426517442310128,-0.05426517442310128,BULL
360ONE,2024-07-29,1081.2631,-0.09827228914035806,-0.07899566719700316,-0.002116506149150827,-0.058127850659104044,0.09281182350530602,0.1019908105622027,0.1019908105622027,0.1019908105622027,0.1019908105622027,0.19842404683929388,-0.08752448872064528,-0.10672851038752726,-0.10672851038752726,-0.14528175427423715,-0.14528175427423715,BULL
360ONE,2024-07-30,1110.4387,-0.11355304889860188,-0.09088723222632633,-0.04294374826813927,-0.10385805177719398,0.01726236666643566,0.07303716990411087,0.07303716990411087,0.07303716990411087,0.07303716990411087,0.16693672509792756,-0.12739568604732518,-0.13019827208831966,-0.13019827208831966,-0.16773857035061904,-0.16773857035061904,BULL
360ONE,2024-07-31,1077.9287,-0.06023079263034742,-0.02443130051180564,-0.02133026052650777,-0.0863164697256877,0.04110206918138467,0.1053996428520736,0.1053996428520736,0.1053996428520736,0.1053996428520736,0.202131179919414,-0.10396531792872754,-0.10396531792872754,-0.10396531792872754,-0.14263782010813883,-0.14263782010813883,BULL
360ONE,2024-11-21,1064.178,0.03016440858578154,0.03533826108038311,0.15437906064586923,-0.1642646249029768,-0.07566403364850625,0.061391233421476336,0.08804495112659705,0.1733185613684927,0.21766443207809205,0.21766443207809205,-0.012657187049535088,-0.012657187049535088,-0.012657187049535088,-0.1344235644788749,-0.26967847484161495,BEAR
360ONE,2024-11-27,1105.6675,-0.0046683112237629375,0.06642367619560119,0.11230663829767994,-0.1505868626870194,-0.09035356470186567,0.04721672654753794,0.0901209450399872,0.1667260727117329,0.17197231536605712,0.17197231536605712,-0.030766482690320486,-0.030766482690320486,-0.030766482690320486,-0.23008182839777783,-0.29708334558083693,BULL
360ONE,2024-12-03,1109.4036,0.0732895584618617,0.09961009681237726,0.1457816614260129,-0.10479441386344883,-0.11062574522022475,0.0723147103542839,0.11662527505769756,0.16279692980985444,0.1680255048748714,0.1680255048748714,-0.023085737237557188,-0.023085737237557188,-0.023085737237557188,-0.2326746551029761,-0.2994505336020183,BULL
360ONE,2024-12-10,1190.7113,0.024523240856116863,0.037280237451345344,-0.036784651325640384,-0.20217159272780896,-0.11540488445855852,0.040376537956765886,0.057509574319148576,0.08826690399259673,0.08826690399259673,0.08826690399259673,-0.03145892711356645,-0.03145892711356645,-0.04900490992232959,-0.2850714526686695,-0.34728754148885627,BULL
360ONE,2024-12-11,1179.11,0.021720959028419744,0.043025078236975475,-0.05853423344726104,-0.18877678927326538,-0.10603022618754815,0.058951073267125245,0.09405492278074146,0.09897439594270262,0.09897439594270262,0.09897439594270262,-0.02192942134321643,-0.02192942134321643,-0.042733247958205677,-0.2780372484331402,-0.3408654832882428,BULL
360ONE,2024-12-16,1230.7753,-0.012381626443104629,0.019850577111841527,-0.046651001202250277,-0.3239205401668363,-0.1308583297048616,0.02308569240867926,0.048128850164607564,0.05284181442380259,0.05284181442380259,0.05284181442380259,-0.0446139112476501,-0.0446139112476501,-0.13008743350634358,-0.31185838714832836,-0.3685345326640858,BULL
360ONE,2025-06-05,1053.2974,0.07109312146787794,0.06804089709136286,0.1696093619902604,-0.03756564860029078,0.11684620127230935,0.05653635905680585,0.11908346113832617,0.16031189291837233,0.19628103135923447,0.19628103135923447,-0.0627347983579945,-0.0627347983579945,-0.0627347983579945,-0.0627347983579945,-0.06386173553642105,BULL
360ONE,2025-06-13,1156.9653,-0.010388211297261944,0.021289316109999026,0.01590289700131876,-0.07831747417143796,-0.030490715667963523,0.018809898620122698,0.0334302161006903,0.08909031238879848,0.08909031238879848,0.08909031238879848,-0.05942209329873607,-0.05942209329873607,-0.05942209329873607,-0.13363546858319783,-0.14774280611527418,BULL
360ONE,2025-06-16,1133.8181,0.0012650177307983717,0.02556274238345644,0.044582107129882656,-0.0777350440956976,-0.01972979616395248,0.028441775625208398,0.054527970580113425,0.11132438263245231,0.11132438263245231,0.11132438263245231,-0.040219943569431524,-0.040219943569431524,-0.040219943569431524,-0.11594840477498107,-0.13034374737887844,BULL
360ONE,2025-10-14,1147.8647,0.015942819741734286,-0.03025304288911403,-0.07719864545011283,-0.020812034728483263,-0.12288835086574229,0.034212307426127776,0.034212307426127776,0.034212307426127776,0.05757507831715694,0.5054910217205911,-0.037142269467821565,-0.04359189719833714,-0.08958468711512785,-0.08958468711512785,-0.21522040010464658,BULL
360ONE,2025-10-15,1159.1416,0.011862053781867592,-0.07305302475556043,-0.08068669090989398,-0.024934486002400308,-0.13412330296833438,0.024150802628427875,0.024150802628427875,0.024150802628427875,0.04728628495431449,0.49084460431753985,-0.024492262205066125,-0.05289647097472816,-0.0984418124584606,-0.0984418124584606,-0.22285525771829773,BULL
360ONE,2025-10-20,1162.7026,-0.036557327729378114,-0.08658078170634517,-0.0233887840278332,0.024154844067605794,-0.04801571786284813,0.021014144115614725,0.021014144115614725,0.021014144115614725,0.48627860641233606,0.48627860641233606,-0.013101802644975635,-0.08341685999498068,-0.10120300754466369,-0.10120300754466369,-0.2252354127358106,BULL
360ONE,2025-11-28,1182.436,-0.05137478899492232,-0.03750105713966756,0.0019338890223234999,-0.06381901430605971,-0.048320585638461595,0.00781970440683472,0.00781970440683472,0.023290985727768918,0.4614744476656665,0.4614744476656665,-0.06323048351031249,-0.08130833296685813,-0.08130833296685813,-0.13306090139339466,-0.23816527913561494,BULL
360ONE,2026-08-05,1185.7,-0.002277135869106895,0.01459053723538834,,,,0.009530235304039769,0.009530235304039769,0.03137387197436117,0.03137387197436117,0.03137387197436117,-0.038542633043771646,-0.038542633043771646,-0.038542633043771646,-0.038542633043771646,-0.038542633043771646,BULL
360ONE,2026-08-20,1199.0,,,,,,0.013511259382819054,0.013511259382819054,0.013511259382819054,0.013511259382819054,0.013511259382819054,-0.007673060884070096,-0.007673060884070096,-0.007673060884070096,-0.007673060884070096,-0.007673060884070096,BEAR
3MINDIA,2005-05-02,565.716,-0.018638680892886266,0.13449380961471827,0.16134332421214884,0.31406518465095556,0.23113558746791682,0.034567698279702075,0.13416537626653655,0.2808934164845965,0.4861647893996281,0.6257493159111639,-0.059035982719244304,-0.059035982719244304,-0.059035982719244304,-0.059035982719244304,-0.059035982719244304,
3MINDIA,2005-05-03,571.1507,-0.02569952203507767,0.15997073977148232,0.13581634409272367,0.29147683789934936,0.2556927619978404,0.02472342238221877,0.2182823202352724,0.26870526465256883,0.4720234081828141,0.6102797387799751,-0.061483422851447124,-0.061483422851447124,-0.061483422851447124,-0.061483422851447124,-0.061483422851447124,
3MINDIA,2005-05-16,641.8013,0.06036042619421314,0.02366651485436385,0.022870474085982744,0.1724686441115031,0.13476149082278266,0.12904398915988488,0.12904398915988488,0.12904398915988488,0.3099805188926854,0.43301735287853116,-0.0937251139877715,-0.0937251139877715,-0.0937251139877715,-0.11949056507052871,-0.11949056507052871,
3MINDIA,2005-05-17,662.5181,0.022365426695512163,-0.020823280148874402,0.0026640781587702832,0.14702375678490892,0.08798989793637334,0.09373902388478138,0.09373902388478138,0.09373902388478138,0.2690177068369906,0.38820720520692187,-0.036668432153023435,-0.05342510642350746,-0.08153981000670024,-0.14702390772418134,-0.14702390772418134,
3MINDIA,2005-05-19,702.0471,-0.04432978926912445,-0.07886735804478077,-0.11552202124330405,0.07456664944559983,0.03149404078444317,0.03215567730427201,0.03215567730427201,0.03215567730427201,0.19756523458326375,0.31004372783535467,-0.0590843548816027,-0.10672232674987184,-0.13325402241530523,-0.19505101580791367,-0.19505101580791367,
3MINDIA,2005-07-11,800.2427,-0.013234360026027066,-0.07104719605689626,-0.05967039749316055,-0.047480845498496946,0.043301613373042926,0.05061526959258736,0.05061526959258736,0.05061526959258736,0.14929183358998463,0.14929183358998463,-0.03645231627854901,-0.0805085757108438,-0.11655451527392872,-0.11655451527392872,-0.20942659020819554,
3MINDIA,2005-09-06,822.3065,0.047788507083429306,-0.037451363937899114,-0.07303845950384687,-0.0197706086477488,0.5923855642634468,0.11845449354954628,0.11845449354954628,0.11845449354954628,0.11845449354954628,0.5262948790992167,-0.025927801859768847,-0.025927801859768847,-0.0730950077617044,-0.2306389405896706,-0.2306389405896706,
3MINDIA,2005-12-07,815.4318,-0.010823100104754218,-0.03907721038105204,0.014013189085831669,0.685502821940474,0.19777852666525883,0.0538308660515815,0.0538308660515815,0.0538308660515815,0.6058105656414187,0.9595556611846633,-0.03161490636004128,-0.047564738093363534,-0.0874394400610817,-0.0874394400610817,-0.0874394400610817,
3MINDIA,2005-12-08,808.9753,-0.00867022763241337,-0.029742811677933783,0.02784794541934724,0.7169268332420038,0.16593930618153613,0.06224157894561182,0.06224157894561182,0.06224157894561182,0.6995866252035139,0.9751950399474497,-0.02388614337174436,-0.039963272055401435,-0.08015621737771222,-0.08015621737771222,-0.08015621737771222,
3MINDIA,2005-12-12,845.485,-0.05680692147110831,-0.06411373353755544,-0.007196934303979445,0.6508078795011148,0.07218992649189514,0.0006593848501156194,0.0006593848501156194,0.011976676108978812,0.692122036464278,0.8899022454567497,-0.06988237520476419,-0.1198768754028753,-0.1198768754028753,-0.1198768754028753,-0.1198768754028753,
3MINDIA,2006-01-24,863.4612,-0.015546732151948435,-0.03157767830216336,0.3477863278627922,0.5512939087477237,0.14863632552337044,0.017806243059908192,0.019958047912286114,0.2995860149824915,0.8505568055634696,0.8505568055634696,-0.040131276309809845,-0.06084234010746513,-0.07466774419047424,-0.07466774419047424,-0.11022637728249977,
3MINDIA,2006-02-15,1059.713,0.05891132787839733,0.156833501146065,0.30573334478297437,0.17984558083179136,-0.007845897898770684,0.050013069576385426,0.1703339489088084,0.3500483621508843,0.5078459922639432,0.5078459922639432,-0.08652578575519976,-0.08652578575519976,-0.08652578575519976,-0.08652578575519976,-0.27500653478819265,
3MINDIA,2006-02-16,1006.7598,0.1559472279286478,0.23867311746058983,0.39701952739869023,0.15576267546638226,0.06117943922671509,0.11460757570971744,0.23650467569324873,0.42105773393017876,0.5871551486263158,0.5871551486263158,-0.03847918838237291,-0.03847918838237291,-0.03847918838237291,-0.03847918838237291,-0.23687358196066238,
3MINDIA,2006-02-24,1202.7792,0.08866947482962803,0.16946019685076036,0.10797883767860308,-0.06534324837010812,-0.10774679176360871,0.04348512179126486,0.1894650323184838,0.1894650323184838,0.328493209726274,0.328493209726274,-0.023403048539582298,-0.023403048539582298,-0.023403048539582298,-0.18834462717679182,-0.36124186384333884,
3MINDIA,2006-02-27,1208.5856,0.13720749279157388,0.1414351618950282,0.09596846098447627,-0.09677535459631503,-0.10830536124209994,0.08343918709605672,0.18375049313842554,0.18375049313842554,0.32211073837053816,0.32211073837053816,-0.016103617319286334,-0.016103617319286334,-0.016103617319286334,-0.19224405784745413,-0.3643106454354579,
3MINDIA,2006-03-07,1388.9514,0.0033108429855789293,-6.688498964029433e-05,-0.01805901919966374,-0.32091497225892857,-0.24085342366910747,0.03003157633881223,0.03003157633881223,0.07905841773873452,0.15042470168502664,0.15042470168502664,-0.0428732783594876,-0.0428732783594876,-0.07026271761560555,-0.3244598047131094,-0.4468596957388142,
3MINDIA,2006-08-14,1125.9974,-0.04290249693294138,-0.05482454932844418,0.034198213956799575,0.23757275105608594,0.4618208709895778,0.07033541995745282,0.07033541995745282,0.11381536049728001,0.3088979601551479,0.5263394924357729,-0.05119425675405652,-0.08419619796635402,-0.08419619796635402,-0.08419619796635402,-0.08419619796635402,
3MINDIA,2006-09-15,1250.0193,-0.04421995724386007,0.03284893281247752,0.009958646238502051,0.12741987263716648,0.12002518681111576,0.03972346666967476,0.03972346666967476,0.07762624145083202,0.222548243855115,0.4826649476532083,-0.06358005832389951,-0.071012023574356,-0.071012023574356,-0.071012023574356,-0.071012023574356,
3MINDIA,2006-11-07,1413.5236,-0.01416311690869541,0.04590712174879846,-0.01209297106889471,0.17643193222950074,0.19910612033644148,0.04265376255479578,0.0778482226968125,0.08113433691520969,0.2158653028502672,0.3111629689097515,-0.050310514801450774,-0.050310514801450774,-0.050310514801450774,-0.050310514801450774,-0.050310514801450774,
3MINDIA,2006-11-08,1379.6151,0.010100570804132233,0.04811276710439015,0.01791180743092759,0.20063291565886746,0.2119794136784963,0.05063803665239682,0.10770670747225085,0.10770670747225085,0.24574912234579047,0.3433890365508467,-0.026968826305249907,-0.026968826305249907,-0.026968826305249907,-0.026968826305249907,-0.026968826305249907,
3MINDIA,2007-02-19,1727.48,-0.04837317942899479,-0.14062924028063997,-0.18591016972700114,-0.048238821867691656,-0.02968537985967998,0.0406023224581471,0.0406023224581471,0.0406023224581471,0.0406023224581471,0.18940572394470548,-0.06964242711927204,-0.16375373376247482,-0.20946500104198026,-0.20946500104198026,-0.20946500104198026,
3MINDIA,2007-04-13,1486.4038,0.03750003868396996,0.060000048439058006,0.12500001681911743,0.23837499608114565,0.12187502480819805,0.053124998738566104,0.11250004877544036,0.15687500260696316,0.38231253176290303,0.38231253176290303,-6.72764695400388e-08,-6.72764695400388e-08,-6.72764695400388e-08,-6.72764695400388e-08,-6.72764695400388e-08,
3MINDIA,2007-06-28,1927.587,-0.031278588203800965,-0.03662823000985171,-0.09906494492855579,-0.18791265971393253,-0.008120878590693999,0.060292116516660464,0.060292116516660464,0.060292116516660464,0.060292116516660464,0.1687310611661109,-0.049110831313969275,-0.05055662857240681,-0.10790879996596782,-0.21825142003966613,-0.21923949476729196,
3MINDIA,2007-10-12,1857.5868,-0.12325270614541407,0.02858138311491016,0.003675736713891364,0.08774470188956987,-0.1008227448644661,0.06523964317575902,0.11565096177470693,0.19976988423905678,0.2602834494732628,0.2602834494732628,-0.18981777863623928,-0.18981777863623928,-0.18981777863623928,-0.18981777863623928,-0.18981777863623928,BULL
3MINDIA,2007-10-15,1812.1119,-0.048215841416857405,0.02886295266865137,0.05629045314475335,0.0970984738856358,-0.05926372427663002,0.030452203310402527,0.1436481930282562,0.22987807761761284,0.291910229164104,0.291910229164104,-0.16948627730991675,-0.16948627730991675,-0.16948627730991675,-0.16948627730991675,-0.16948627730991675,BULL
3MINDIA,2007-10-31,1955.7357,-0.04070872153123752,-0.05315401257951158,-0.06279677770365386,-0.14654188702491852,-0.10393306212081722,0.11628350395199101,0.11628355508364453,0.13575914168770364,0.19703592873004266,0.19703592873004266,-0.07844853473810395,-0.0963566293748178,-0.14497434392592007,-0.2220215645703047,-0.2220215645703047,BULL
3MINDIA,2009-09-22,1679.822,-0.02087703339996725,-0.008074248342979078,-0.03141243536517559,0.022066147484674083,0.2454374927819734,0.00929104393203573,0.00929104393203573,0.05071346845082405,0.05071346845082405,0.3256278343776901,-0.047948056401213836,-0.047948056401213836,-0.04875004613584057,-0.11514208052996083,-0.11514208052996083,BULL
3MINDIA,2009-11-20,1721.302,-0.04010034264760043,-0.024934497258470564,-0.020427908641249406,0.08791868016187755,0.2858568107165392,0.009256016666453733,0.022721753649272532,0.022721753649272532,0.11719779562215114,0.4895971189250928,-0.05550908556429947,-0.05550908556429947,-0.05550908556429947,-0.05550908556429947,-0.05550908556429947,BULL
3MINDIA,2009-11-23,1686.1394,0.005867723629493537,-0.002754813747902446,0.018236807704036836,0.09090903160201345,0.31683198909888455,0.044049501482499004,0.044049501482499004,0.044049501482499004,0.14049573837133505,0.5206610438021909,-0.035812756643964265,-0.035812756643964265,-0.035812756643964265,-0.035812756643964265,-0.035812756643964265,BULL
3MINDIA,2010-02-16,1828.3232,0.015218151801607023,0.1142501500828737,0.1716928385528336,0.1686695218875961,0.7212723658486638,0.08889505969185318,0.08889505969185318,0.21795686889495247,0.21948132583998287,0.8292216058955003,-0.029496261930056968,-0.029496261930056968,-0.029496261930056968,-0.029496261930056968,-0.029496261930056968,BULL
3MINDIA,2010-02-18,1882.6697,0.007229096001279528,0.12696459713565267,0.10049102080943893,0.1647380844340355,0.6583603592281748,0.05746223036361617,0.1225976070045639,0.18279844839485127,0.3619205216932105,0.7764179770885994,-0.057511522068900256,-0.057511522068900256,-0.057511522068900256,-0.057511522068900256,-0.057511522068900256,BULL
3MINDIA,2010-03-04,2068.0986,0.002470578530443509,0.025739585143570998,0.013970368724199142,0.12027511647655487,0.5463691624761027,0.05069284414195738,0.0767469210607271,0.07804947017516488,0.2398086338823498,0.6171416101727454,-0.011746683644580496,-0.011746683644580496,-0.011746780351768417,-0.011746780351768417,-0.011746780351768417,BULL
3MINDIA,2010-07-27,3034.865,0.05086018653218523,0.037513826809429766,0.05376809182616042,0.14919803681547616,0.1313976733726213,0.10199573951394882,0.10199573951394882,0.10199573951394882,0.2458675427078306,0.4011418959327681,-0.06636466531460213,-0.06636466531460213,-0.06636466531460213,-0.06636466531460213,-0.06636466531460213,BULL
3MINDIA,2010-07-28,3234.322,-0.00578767358352075,-0.034683374135290206,-0.016228656268609105,0.08681596946748028,0.0713054544352727,0.03403690170613808,0.03403690170613808,0.03403690170613808,0.16903629261403158,0.31473505111735933,-0.0667815387583549,-0.0667815387583549,-0.0667815387583549,-0.08658636956988208,-0.08658636956988208,BULL
3MINDIA,2010-07-29,3240.0813,-0.016988215696933165,-0.025962589272065455,-0.02458638923659095,0.09001638323087764,0.05675660052110427,0.032198883404561555,0.032198883404561555,0.032198883404561555,0.16695831058313265,0.312398087048001,-0.02485866635506943,-0.03948150930657201,-0.050950357325910245,-0.08820997794098559,-0.08820997794098559,BULL
3MINDIA,2010-09-07,3584.7415,-0.040868693042441194,-0.0669784418207004,0.017233739169198084,-0.08374581542351103,-0.1462150339152768,0.04824160961118118,0.04824160961118118,0.05475940175881578,0.1862156587859961,0.1862156587859961,-0.0374866918576975,-0.10591645171625351,-0.10591645171625351,-0.10591645171625351,-0.19662059314458247,BULL
3MINDIA,2010-09-08,3559.2402,-0.028515467992297986,-0.06035880916382104,0.021729244348274047,-0.08358887944679882,-0.16113537378005574,0.05575206753396411,0.05575206753396411,0.06231655846098834,0.19471467533997838,0.19471467533997838,-0.03947794813061509,-0.0995105078887343,-0.0995105078887343,-0.0995105078887343,-0.19086452777196672,BULL
3MINDIA,2011-04-01,3231.2561,0.06109475507063648,0.08232705541352789,0.1492583023673054,0.20386975826521456,0.20990744125790578,0.07814388342663398,0.0902047349326474,0.24577358631524132,0.24577358631524132,0.40877477956637365,-0.022482928542866005,-0.022482928542866005,-0.022482928542866005,-0.022482928542866005,-0.022482928542866005,BULL
3MINDIA,2011-04-08,3428.6689,0.02000980613788633,0.1358955949348156,0.0613298647763859,0.13120826569167987,0.10056363272639124,0.027433911743417378,0.12011279362670445,0.17404556036309016,0.18404378445524444,0.3276616181865797,-0.024304242383975914,-0.024304242383975914,-0.024304242383975914,-0.024304242383975914,-0.024304242383975914,BULL
3MINDIA,2011-04-25,3599.1875,0.05304249917516109,0.025579161963637572,0.009898734089290945,0.07793778456943413,0.12417888759615885,0.10465259173077254,0.11842283848785319,0.11842283848785319,0.12794737701217293,0.2647610328720024,-0.019164992098911204,-0.019164992098911204,-0.019164992098911204,-0.019164992098911204,-0.019164992098911204,BULL
3MINDIA,2011-04-28,3815.5989,-0.036849994898572824,-0.028084896449676593,-0.050046350521801425,0.09799866542576058,0.037409775959417496,0.05498864149478609,0.05498864149478609,0.05498864149478609,0.06397297158252148,0.1930268928424317,-0.03534042847113727,-0.049948934622032676,-0.05896966790717959,-0.060187117676336443,-0.060187117676336443,BULL
