symbol,signal_date,breakout_level,atr_14,entry_date,entry_price,regime
360ONE,2020-02-10,295.8879,11.244785714285724,2020-02-11,315.9692,BULL
360ONE,2020-02-13,321.5904,12.76150714285715,2020-02-14,327.2527,BULL
360ONE,2021-02-08,244.789,9.330371428571429,2021-02-09,257.1461,BULL
360ONE,2021-04-01,276.1679,11.164571428571422,2021-04-05,287.8288,BULL
360ONE,2021-07-16,286.7,11.700842857142849,2021-07-19,303.8735,BULL
360ONE,2021-08-04,328.1269,20.771357142857138,2021-08-05,336.5656,BULL
360ONE,2021-10-18,374.84,11.960400000000002,2021-10-19,371.0759,BULL
360ONE,2021-10-21,391.644,13.733628571428568,2021-10-22,352.5468,BULL
360ONE,2022-09-08,405.9095,10.542042857142848,2022-09-09,405.724,BULL
360ONE,2022-09-20,435.3669,16.335778571428566,2022-09-21,435.4829,BULL
360ONE,2023-01-19,446.5536,12.70181428571429,2023-01-20,450.1245,BULL
360ONE,2023-07-12,475.8358,17.208935714285722,2023-07-13,479.1296,BULL
360ONE,2023-09-11,507.6284,15.76352857142857,2023-09-12,525.2373,BULL
360ONE,2023-11-15,534.0419,16.28315714285714,2023-11-16,526.4504,BULL
360ONE,2023-11-30,552.5258,16.827021428571395,2023-12-01,567.8416,BULL
360ONE,2023-12-04,569.9741,19.618807142857115,2023-12-05,589.4579,BULL
360ONE,2023-12-06,614.0791,22.166799999999974,2023-12-07,621.3492,BULL
360ONE,2024-02-13,653.8382,24.26397142857143,2024-02-14,691.0846,BULL
360ONE,2024-02-14,681.4679,24.54664285714286,2024-02-15,696.6983,BULL
360ONE,2024-02-26,727.2571,28.98260714285714,2024-02-27,730.1371,BULL
360ONE,2024-04-12,730.6743,23.86392857142855,2024-04-15,722.3755,BULL
360ONE,2024-04-18,746.881,33.80839999999997,2024-04-19,771.8746,BULL
360ONE,2024-06-26,847.8089,30.559121428571448,2024-06-27,916.6536,BULL
360ONE,2024-06-27,882.1333,32.54151428571431,2024-06-28,961.2262,BULL
360ONE,2024-06-28,926.6567,40.530664285714316,2024-07-01,954.2142,BULL
360ONE,2024-07-29,1018.9399,43.37113571428572,2024-07-30,1081.2631,BULL
360ONE,2024-07-30,1058.1677,43.66184285714286,2024-07-31,1110.4387,BULL
360ONE,2024-07-31,1091.5113,44.887714285714296,2024-08-01,1077.9287,BULL
360ONE,2024-11-21,1057.3942,39.12647857142855,2024-11-22,1064.178,BEAR
360ONE,2024-11-27,1096.8683,36.98458571428572,2024-11-28,1105.6675,BULL
360ONE,2024-12-03,1130.6399,39.200207142857145,2024-12-04,1109.4036,BULL
360ONE,2024-12-10,1157.8735,41.50359285714285,2024-12-11,1190.7113,BULL
360ONE,2024-12-11,1189.6298,41.27184285714285,2024-12-12,1179.11,BULL
360ONE,2024-12-16,1205.3113,42.77116428571427,2024-12-17,1230.7753,BULL
360ONE,2025-06-05,1035.4919,35.59700714285712,2025-06-06,1053.2974,BULL
360ONE,2025-06-13,1112.847,46.97983571428569,2025-06-16,1156.9653,BULL
360ONE,2025-06-16,1137.5769,50.45614999999997,2025-06-17,1133.8181,BULL
360ONE,2025-10-14,1093.8546,25.203335714285725,2025-10-15,1147.8647,BULL
360ONE,2025-10-15,1119.3758,27.096928571428595,2025-10-16,1159.1416,BULL
360ONE,2025-10-20,1169.4292,29.117728571428593,2025-10-21,1162.7026,BULL
360ONE,2025-11-28,1167.1249,32.77404285714287,2025-12-01,1182.436,BULL
360ONE,2026-08-05,1174.0,33.94285714285714,2026-08-06,1185.7,BULL
360ONE,2026-08-20,1197.0,30.450000000000014,2026-08-21,1199.0,BEAR
3MINDIA,2005-05-02,513.7383,22.57141428571429,2005-05-03,565.716,
3MINDIA,2005-05-03,538.7749,25.033264285714292,2005-05-04,571.1507,
3MINDIA,2005-05-16,594.5615,26.65905,2005-05-17,641.8013,
3MINDIA,2005-05-17,641.6155,33.48722142857143,2005-05-18,662.5181,
3MINDIA,2005-05-19,695.8228,37.720814285714276,2005-05-20,702.0471,
3MINDIA,2005-07-11,742.2729,40.18930714285715,2005-07-12,800.2427,
3MINDIA,2005-09-06,780.362,26.07179999999998,2005-09-08,822.3065,
3MINDIA,2005-12-07,762.711,23.799064285714287,2005-12-08,815.4318,
3MINDIA,2005-12-08,812.8771,24.850828571428583,2005-12-09,808.9753,
3MINDIA,2005-12-12,825.8831,28.71282857142857,2005-12-13,845.485,
3MINDIA,2006-01-24,863.9722,27.491828571428602,2006-01-25,863.4612,
3MINDIA,2006-02-15,959.3807,45.103064285714275,2006-02-16,1059.713,
3MINDIA,2006-02-16,963.3754,50.192678571428566,2006-02-17,1006.7598,
3MINDIA,2006-02-24,1122.1421,63.18212857142857,2006-02-27,1202.7792,
3MINDIA,2006-02-27,1178.2538,65.34205,2006-02-28,1208.5856,
3MINDIA,2006-03-07,1309.429,59.5656428571429,2006-03-08,1388.9514,
3MINDIA,2006-08-14,1077.6427,34.197257142857154,2006-08-16,1125.9974,
3MINDIA,2006-09-15,1254.1532,63.693064285714286,2006-09-18,1250.0193,
3MINDIA,2006-11-07,1319.1833,33.769214285714334,2006-11-08,1413.5236,
3MINDIA,2006-11-08,1346.8678,41.41687857142863,2006-11-09,1379.6151,
3MINDIA,2007-02-19,1773.4656,77.41246428571431,2007-02-20,1727.48,
3MINDIA,2007-04-13,1483.6168,46.06857142857147,2007-04-16,1486.4038,
3MINDIA,2007-06-28,1956.8042,67.09724285714283,2007-06-29,1927.587,
3MINDIA,2007-10-12,1687.0684,66.0189142857143,2007-10-15,1857.5868,BULL
3MINDIA,2007-10-15,1810.6256,84.07473571428572,2007-10-16,1812.1119,BULL
3MINDIA,2007-10-31,2072.4185,194.68239285714293,2007-11-01,1955.7357,BULL
3MINDIA,2009-09-22,1518.9189,50.35192142857144,2009-09-23,1679.822,BULL
3MINDIA,2009-11-20,1671.1824,56.81179285714283,2009-11-23,1721.302,BULL
3MINDIA,2009-11-23,1681.4944,55.28225714285712,2009-11-24,1686.1394,BULL
3MINDIA,2010-02-16,1741.5544,49.824378571428575,2010-02-17,1828.3232,BULL
3MINDIA,2010-02-18,1839.4247,50.04668571428572,2010-02-19,1882.6697,BULL
3MINDIA,2010-03-04,1990.8521,70.14962857142855,2010-03-05,2068.0986,BULL
3MINDIA,2010-07-27,2785.9853,71.41707142857139,2010-07-28,3034.865,BULL
3MINDIA,2010-07-28,2805.5872,85.91613571428567,2010-07-29,3234.322,BULL
3MINDIA,2010-07-29,3055.4888,99.5724642857142,2010-07-30,3240.0813,BULL
3MINDIA,2010-09-07,3415.9419,124.49290714285712,2010-09-08,3584.7415,BULL
3MINDIA,2010-09-08,3530.209,133.82275,2010-09-09,3559.2402,BULL
3MINDIA,2011-04-01,3155.7279,68.41100714285712,2011-04-04,3231.2561,BULL
3MINDIA,2011-04-08,3297.9585,83.1921142857142,2011-04-11,3428.6689,BULL
3MINDIA,2011-04-25,3595.2391,125.75372857142841,2011-04-26,3599.1875,BULL
3MINDIA,2011-04-28,3840.4959,161.09232142857132,2011-04-29,3815.5989,BULL
3MINDIA,2011-06-30,3761.5309,111.17836428571432,2011-07-01,3887.6426,TRANSITION
3MINDIA,2011-07-22,3908.6848,89.21412857142852,2011-07-25,4207.1738,BULL
3MINDIA,2011-07-28,4303.1389,105.34889285714283,2011-07-29,4181.6265,TRANSITION
3MINDIA,2012-04-13,4069.0302,149.3603571428571,2012-04-16,4133.7354,TRANSITION
3MINDIA,2012-08-27,3762.4596,85.63409999999999,2012-08-28,3890.4294,BULL
3MINDIA,2014-04-29,3576.6591,109.4630071428572,2014-04-30,3487.1497,BULL
3MINDIA,2014-05-30,3980.775,196.74274285714293,2014-06-02,4036.8406,BULL
3MINDIA,2014-06-09,4156.0316,186.77926428571436,2014-06-10,4272.668,BULL
3MINDIA,2014-08-04,4645.0116,131.15517857142862,2014-08-05,5029.0615,BULL
3MINDIA,2014-08-20,5276.7334,208.84302142857152,2014-08-21,5481.5322,BULL
3MINDIA,2014-08-21,5325.9704,228.4681857142858,2014-08-22,5612.5674,BULL
3MINDIA,2014-11-13,5945.6151,201.2650357142856,2014-11-14,6134.2026,BULL
3MINDIA,2015-01-20,6201.0913,189.3340642857143,2015-01-21,6374.7217,BULL
3MINDIA,2015-01-27,6437.9862,187.7182571428572,2015-01-28,6443.5142,BULL
3MINDIA,2015-02-18,6707.1192,258.4484928571429,2015-02-19,7495.4697,BULL
3MINDIA,2015-02-19,7394.859,279.36102142857163,2015-02-20,7622.7432,BULL
3MINDIA,2015-04-07,7617.8196,277.8945357142857,2015-04-08,8638.5605,BULL
3MINDIA,2015-04-08,8236.5348,311.93580714285724,2015-04-09,8637.6787,BULL
3MINDIA,2015-06-01,7896.5202,341.7003357142857,2015-06-02,8073.6812,BULL
3MINDIA,2015-07-31,7905.8098,250.2897785714286,2015-08-03,8448.998,BULL
3MINDIA,2015-08-03,8268.1215,270.7245,2015-08-04,8743.9561,BULL
3MINDIA,2015-08-04,8500.3717,293.23291428571423,2015-08-05,9255.4648,BULL
3MINDIA,2015-08-05,8859.8491,299.4041428571428,2015-08-06,9732.6006,BULL
3MINDIA,2015-08-06,9322.539,332.88809999999995,2015-08-07,9638.3535,BULL
3MINDIA,2015-08-20,10980.8554,532.8194071428571,2015-08-21,11084.2061,BULL
3MINDIA,2015-10-07,10395.4911,278.55153571428593,2015-10-08,10901.0068,BEAR
3MINDIA,2015-10-23,11145.2422,389.9554785714286,2015-10-26,11445.3555,BULL
3MINDIA,2016-04-12,10880.1976,435.1082499999998,2016-04-13,12656.0313,BEAR
3MINDIA,2016-04-13,12634.4317,477.7793214285713,2016-04-18,12741.1758,TRANSITION
3MINDIA,2016-04-20,13006.0329,576.2402857142855,2016-04-21,12471.0195,BULL
3MINDIA,2016-07-01,12030.6276,305.8905714285711,2016-07-04,12993.8164,BULL
3MINDIA,2016-07-04,12411.5175,355.4728499999996,2016-07-05,12812.3828,BULL
3MINDIA,2016-07-25,13331.1838,368.9134500000003,2016-07-26,13878.877,BULL
3MINDIA,2016-07-26,13877.4383,379.9885142857146,2016-07-27,13876.1357,BULL
3MINDIA,2017-05-17,12959.5825,418.3164928571429,2017-05-18,12696.999,BULL
3MINDIA,2017-08-23,13067.1616,366.5712071428569,2017-08-24,13680.1641,BULL
3MINDIA,2017-08-24,13394.9137,388.4458571428569,2017-08-28,13717.5107,BULL
3MINDIA,2017-11-03,13654.4753,313.584842857143,2017-11-06,14864.6895,BULL
3MINDIA,2017-11-06,14584.4091,408.41276428571433,2017-11-07,14222.4219,BULL
3MINDIA,2017-12-22,15327.6103,449.48118571428614,2017-12-26,16150.4268,BULL
3MINDIA,2017-12-26,15904.5205,463.7049785714288,2017-12-27,17851.9902,BULL
3MINDIA,2017-12-27,16210.9988,611.6950857142858,2017-12-28,17991.4336,BULL
3MINDIA,2018-02-12,18103.4706,808.6102714285717,2018-02-14,19220.2246,BULL
3MINDIA,2018-07-19,19160.674,480.1346785714289,2018-07-20,21681.7539,BULL
3MINDIA,2018-07-20,20453.8909,592.8192428571432,2018-07-23,21197.002,BULL
3MINDIA,2018-07-24,21822.2655,734.0973428571433,2018-07-25,22015.1719,BULL
3MINDIA,2018-08-13,23039.2603,572.0063500000002,2018-08-14,23112.834,BULL
3MINDIA,2018-12-03,20160.2803,400.21790714285737,2018-12-04,20865.7656,BULL
3MINDIA,2018-12-04,20707.4636,425.1051142857146,2018-12-05,20593.2441,BULL
3MINDIA,2019-02-18,20229.0284,506.4987071428573,2019-02-19,20370.748,TRANSITION
3MINDIA,2019-02-22,21181.1617,614.9365,2019-02-25,21969.373,TRANSITION
3MINDIA,2019-02-25,21771.171,676.2472714285715,2019-02-26,21274.1074,BULL
3MINDIA,2019-03-08,22760.5583,844.1446642857136,2019-03-11,22798.0898,BULL
3MINDIA,2020-02-10,22500.0651,785.2190285714294,2020-02-11,21459.0742,BULL
3MINDIA,2020-11-24,20829.1627,591.9832857142857,2020-11-25,20178.6289,BULL
3MINDIA,2021-03-01,21574.9196,700.3016642857147,2021-03-02,23288.8359,BULL
3MINDIA,2021-03-31,27897.9428,1181.8967642857144,2021-04-01,27501.2109,BULL
3MINDIA,2022-09-16,21775.8176,554.9129000000006,2022-09-19,21777.5801,BULL
3MINDIA,2023-01-31,22014.8687,445.46429285714294,2023-02-01,21799.7148,BULL
3MINDIA,2023-05-30,23681.2693,514.0332071428571,2023-05-31,24214.0488,BULL
3MINDIA,2023-05-31,24141.3688,528.6310785714286,2023-06-01,25308.8242,BULL
3MINDIA,2023-06-01,24373.4168,579.3973357142856,2023-06-02,25273.4492,BULL
3MINDIA,2023-06-05,25512.1402,616.3494857142858,2023-06-06,26399.418,BULL
3MINDIA,2023-06-14,26682.292,809.574392857143,2023-06-15,26713.7715,BULL
3MINDIA,2023-09-04,30903.7513,797.5422714285716,2023-09-05,31339.5488,BULL
3MINDIA,2023-12-27,30728.1198,996.1327428571434,2023-12-28,33900.8555,BULL
3MINDIA,2024-05-28,30614.7988,1012.6565857142853,2024-05-29,32357.4551,BULL
3MINDIA,2024-06-11,34339.3567,1587.9296,2024-06-12,35004.3555,BULL
3MINDIA,2025-11-04,31085.0,937.8571428571429,2025-11-06,35790.0,BULL
3MINDIA,2026-01-02,36065.0,883.5714285714286,2026-01-05,36385.0,BULL
3MINDIA,2026-02-09,36150.0,1164.2857142857142,2026-02-10,37635.0,BULL
3MINDIA,2026-07-13,35500.0,946.7857142857143,2026-07-14,36540.0,BEAR
500023,2024-07-03,152.7,5.078571428571422,2024-07-05,157.75,BULL
500023,2024-07-23,185.0,8.032142857142858,2024-07-24,196.75,BULL
500023,2024-07-25,196.75,8.99642857142857,2024-07-26,203.8,BULL
500023,2024-10-03,210.25,7.878571428571432,2024-10-04,228.55,BULL
500023,2024-10-04,220.75,9.325000000000003,2024-10-07,217.15,BULL
500023,2024-12-24,238.25,13.596428571428577,2024-12-26,275.15,BULL
500023,2024-12-26,262.05,14.728571428571431,2024-12-27,288.9,BULL
500023,2024-12-27,275.15,15.150000000000004,2024-12-30,303.3,BULL
500023,2024-12-30,288.9,15.121428571428577,2024-12-31,303.3,TRANSITION
500023,2025-01-02,303.3,16.58928571428572,2025-01-03,325.05,BULL
500023,2025-01-31,353.7,17.892857142857142,2025-02-03,384.85,BEAR
500023,2025-03-21,380.0,9.632142857142854,2025-03-24,400.95,BEAR
500039,2024-06-25,307.5962,12.011164285714282,2024-06-26,337.2833,BULL
500039,2024-06-26,322.1319,12.582721428571428,2024-06-27,328.3109,BULL
500039,2024-07-26,344.3855,14.52230714285715,2024-07-29,359.5369,BULL
500039,2024-10-01,330.0154,11.0709642857143,2024-10-02,354.3523,BULL
500039,2024-11-14,365.7631,18.26108571428572,2024-11-15,397.723,BULL
500039,2024-11-18,397.723,19.79651428571429,2024-11-19,498.2428,TRANSITION
500039,2024-11-19,477.2676,22.86737142857143,2024-11-20,498.2428,TRANSITION
500039,2024-11-22,509.4642,25.430914285714287,2024-11-25,533.8721,BULL
500039,2025-05-19,404.5756,21.230442857142865,2025-05-20,499.3187,BULL
500039,2025-05-20,483.8783,23.938785714285718,2025-05-21,559.9561,BULL
500039,2025-05-21,535.2321,29.358957142857147,2025-05-22,543.1476,BULL
500039,2025-07-01,632.467,26.912371428571426,2025-07-02,656.9468,BULL
500039,2025-09-15,628.0695,29.41480714285714,2025-09-16,674.2439,BULL
500039,2025-09-17,705.3199,33.97290714285714,2025-09-18,782.6682,BULL
500039,2025-09-18,731.6076,37.93769285714285,2025-09-19,817.6532,BULL
500039,2025-09-19,808.0274,40.481999999999985,2025-09-22,804.998,BULL
500039,2026-02-11,645.9035,29.136085714285734,2026-02-12,682.0446,BULL
500041,2024-06-14,2776.1322,116.14291428571434,2024-06-18,2900.499,BULL
500041,2024-06-20,3143.3738,156.97785714285723,2024-06-21,3017.7659,BULL
500041,2024-07-11,3344.1972,170.54230714285708,2024-07-12,3372.7446,BULL
500041,2024-10-10,3779.4503,133.03158571428577,2024-10-11,3798.436,BULL
500083,2024-07-05,22.75,1.2592857142857137,2024-07-08,24.49,BULL
500083,2024-07-12,26.75,1.331428571428571,2024-07-15,28.77,BULL
500083,2024-07-15,27.4,1.3821428571428567,2024-07-16,30.2,BULL
500083,2024-07-16,28.77,1.4135714285714283,2024-07-18,28.69,BULL
500083,2025-09-08,22.85,1.1078571428571429,2025-09-09,27.28,BULL
500083,2025-09-09,26.23,1.4435714285714287,2025-09-10,26.31,BULL
500083,2025-10-10,32.4,2.1307142857142862,2025-10-13,31.8,BULL
500089,2024-06-20,514.8191,20.493649999999995,2024-06-21,553.3639,BULL
500089,2024-07-31,578.1708,34.48903571428572,2024-08-01,585.2374,BULL
500089,2024-08-05,611.7739,36.01036428571429,2024-08-06,649.8739,BULL
500089,2024-08-06,640.4354,38.73178571428572,2024-08-07,676.8552,BULL
500089,2024-08-16,708.6299,39.14122857142858,2024-08-19,736.2043,BULL
500089,2024-10-17,756.0696,23.801021428571403,2024-10-18,794.1201,BULL
500089,2024-10-18,784.2863,26.208299999999976,2024-10-21,801.3349,BULL
500123,2024-04-26,10136.8525,424.562792857143,2024-04-29,10701.1768,BULL
500123,2024-04-30,11316.4395,544.3451214285717,2024-05-02,11399.3164,BULL
500123,2024-05-22,11580.5337,704.192485714286,2024-05-23,12012.168,BULL
500123,2024-05-23,11991.2329,720.0380428571433,2024-05-24,12007.0215,BULL
500123,2024-10-01,12356.466,404.95042857142886,2024-10-03,13269.5986,BULL
500123,2024-10-04,13490.1376,500.1914857142859,2024-10-07,13552.2422,BULL
500123,2024-10-08,13989.7719,553.7844928571428,2024-10-09,14213.0586,BULL
500123,2025-07-11,13045.0,639.6430714285714,2025-07-14,13719.7002,BULL
500123,2025-07-17,13995.0,663.9501999999999,2025-07-18,13938.6504,BULL
500128,2024-07-15,196.2014,9.764299999999997,2024-07-16,191.2717,BULL
500128,2024-07-24,202.1663,12.039007142857141,2024-07-25,208.0819,BULL
500128,2024-09-12,223.4133,10.1129,2024-09-13,227.1105,BULL
500147,2024-04-25,3613.5569,136.5487142857142,2024-04-26,3712.0813,BULL
500147,2024-04-26,3688.3101,129.44719285714277,2024-04-29,3726.135,BULL
500147,2024-05-06,3752.5974,105.44215714285708,2024-05-07,3678.958,BULL
500147,2024-06-24,4569.4267,291.1418428571429,2024-06-25,6004.6123,BULL
500147,2024-06-25,5454.7534,327.01880714285716,2024-06-26,5781.7832,BULL
500147,2024-09-24,5486.1082,217.16261428571437,2024-09-25,5953.0864,BULL
500147,2024-09-25,5566.992,262.13717857142865,2024-09-26,5861.4683,BULL
500147,2025-09-18,4662.2933,187.77995000000004,2025-09-19,5313.9058,BULL
500147,2025-09-19,5112.5959,195.22994999999997,2025-09-22,6194.2397,BULL
500147,2025-09-22,5331.3309,261.05667857142856,2025-09-23,5603.4893,BULL
500147,2025-10-03,6376.6775,437.14974285714294,2025-10-06,5821.1763,BULL
500147,2026-01-02,5735.5994,294.3123285714286,2026-01-05,5566.1934,BULL
500168,2024-08-01,1207.2537,26.073292857142878,2024-08-02,1191.6132,BULL
500189,2024-07-29,110.6859,5.691428571428575,2024-07-30,103.9481,BULL
500189,2024-09-05,112.363,5.781635714285717,2024-09-06,113.1668,BULL
500189,2025-10-31,86.87,1.6400000000000006,2025-11-03,91.74,BULL
500189,2025-11-03,88.5,1.8057142857142858,2025-11-04,88.78,BULL
500189,2025-11-25,92.74,2.463571428571427,2025-11-26,94.92,BULL
500189,2026-02-10,95.2,3.3092857142857133,2026-02-11,106.06,BULL
500189,2026-02-11,102.0,4.119285714285714,2026-02-12,103.06,BULL
500189,2026-02-18,109.75,5.759999999999998,2026-02-19,125.57,BULL
500189,2026-02-19,117.6,6.464999999999999,2026-02-20,113.9,BULL
500199,2024-04-30,514.2077,15.988300000000006,2024-05-02,511.1547,BULL
500199,2024-06-14,523.6573,21.741178571428573,2024-06-18,559.6631,BULL
500199,2024-06-18,534.997,24.205707142857147,2024-06-20,588.8843,BULL
500199,2024-06-20,571.8265,26.39332857142858,2024-06-21,581.5669,BULL
500199,2024-07-02,605.7483,28.68826428571428,2024-07-03,616.8456,BULL
500214,2024-06-27,550.9336,20.97562857142858,2024-06-28,571.7104,BULL
500214,2024-07-01,586.8209,28.1687,2024-07-02,628.6727,BULL
500214,2024-07-26,705.6662,41.96190714285716,2024-07-29,726.9898,BULL
500214,2024-12-05,715.4195,24.006228571428608,2024-12-06,712.7789,BULL
500214,2024-12-10,727.3763,21.84262142857146,2024-12-11,723.4405,BULL
500234,2024-07-09,239.1685,11.5123,2024-07-10,244.1068,BULL
500250,2024-06-27,1250.3747,38.78505714285718,2024-06-28,1391.1232,BULL
500250,2024-09-03,1368.0037,40.218750000000036,2024-09-04,1420.7063,BULL
500250,2025-07-16,1310.3311,23.999814285714315,2025-07-17,1284.3981,BULL
500250,2025-09-03,1326.4,33.63437142857141,2025-09-04,1329.75,BULL
500250,2025-09-22,1419.95,47.26428571428575,2025-09-23,1442.65,BULL
500250,2025-10-31,1415.8,48.800000000000004,2025-11-03,1611.55,BULL
500250,2025-11-03,1442.7,63.51071428571428,2025-11-04,1816.5,BULL
500250,2025-11-04,1650.0,60.0642857142857,2025-11-06,1817.9,BULL
500250,2026-01-13,1916.0,56.375000000000036,2026-01-14,1854.0,BULL
500250,2026-02-11,1950.0,83.91785714285713,2026-02-12,2006.25,BULL
500259,2024-07-08,110.75,3.0500000000000003,2024-07-09,115.2,BULL
500259,2024-07-18,117.0,4.682142857142859,2024-07-19,115.2,BULL
500259,2024-07-26,121.85,6.35357142857143,2024-07-29,122.3,BULL
500259,2024-08-21,134.15,8.925,2024-08-22,146.8,BULL
500259,2024-09-05,160.9,10.964285714285712,2024-09-06,163.95,BULL
500259,2024-12-02,161.0,8.51785714285714,2024-12-03,163.6,BULL
500262,2024-05-17,9.75,0.4128571428571427,2024-05-21,11.27,BULL
500262,2024-05-21,10.23,0.43928571428571406,2024-05-22,11.83,BULL
500262,2024-05-22,11.27,0.45928571428571413,2024-05-23,12.42,BULL
500262,2024-05-23,11.83,0.48928571428571416,2024-05-24,13.04,BULL
500262,2024-05-24,12.42,0.4999999999999997,2024-05-28,14.36,BULL
500262,2024-05-28,13.04,0.5642857142857141,2024-05-29,13.65,BULL
500262,2024-08-02,12.67,0.6207142857142858,2024-08-05,13.96,BULL
500262,2024-08-05,13.3,0.6300000000000001,2024-08-06,14.65,BULL
500262,2024-08-06,13.96,0.6150000000000001,2024-08-07,15.38,BULL
500262,2024-08-07,14.65,0.6771428571428573,2024-08-08,14.62,BULL
500262,2024-12-19,15.1,0.4271428571428573,2024-12-20,15.13,BULL
500262,2024-12-24,16.64,0.6935714285714288,2024-12-26,16.65,BULL
500262,2025-06-06,13.7,1.635,2025-06-09,18.79,BULL
500262,2025-06-09,15.66,1.7392857142857143,2025-06-10,20.66,BULL
500262,2025-06-10,18.79,1.742857142857143,2025-06-11,21.48,BULL
500262,2025-06-11,20.66,1.725,2025-06-12,22.55,BULL
500262,2025-10-08,16.53,1.0392857142857141,2025-10-09,20.07,BULL
500262,2025-10-09,19.45,1.272857142857143,2025-10-10,19.64,BULL
500262,2025-10-17,23.34,1.8957142857142857,2025-10-20,29.41,BULL
500262,2025-10-20,24.91,2.3485714285714288,2025-10-21,29.41,BULL
500262,2025-10-23,29.46,2.5364285714285715,2025-10-24,32.27,BULL
500268,2024-05-29,79.596,3.248807142857142,2024-05-30,79.0841,BULL
500268,2024-06-10,82.6381,4.743135714285712,2024-06-11,88.5254,BULL
500268,2024-06-11,88.0627,4.801499999999998,2024-06-12,86.9502,BULL
500268,2024-06-20,90.5731,5.044107142857143,2024-06-21,92.8079,BULL
500268,2024-07-09,97.6024,4.082135714285714,2024-07-10,97.7894,BULL
500268,2025-07-18,74.2917,3.5750642857142836,2025-07-21,77.2411,BULL
500268,2025-09-03,70.1109,2.6855642857142863,2025-09-04,71.1337,BULL
500337,2024-07-03,215.6397,8.86725,2024-07-05,238.7102,BULL
500337,2024-07-05,218.7721,10.218892857142858,2024-07-08,241.7929,BULL
500337,2024-10-16,309.2642,18.538814285714277,2024-10-17,325.4732,BULL
500337,2024-11-11,337.804,19.078642857142846,2024-11-12,307.0268,BULL
500337,2025-06-23,266.2556,10.01520714285715,2025-06-24,269.1394,BULL
500337,2025-07-11,298.4,9.135328571428563,2025-07-14,312.35,BULL
500337,2025-07-14,305.8,9.709507142857136,2025-07-15,305.25,BULL
500337,2025-10-10,306.9,13.317857142857136,2025-10-13,288.2,BULL
500342,2024-09-17,38.95,1.736428571428571,2024-09-18,42.93,BULL
500342,2024-09-18,40.89,1.7849999999999997,2024-09-19,45.07,BULL
500342,2024-09-19,42.93,1.8328571428571425,2024-09-20,47.32,BULL
500342,2024-10-08,61.07,1.5285714285714285,2024-10-09,63.53,BULL
500342,2024-10-18,71.52,1.2578571428571428,2024-10-21,74.4,BULL
500343,2024-07-01,43.6303,1.8859071428571437,2024-07-02,42.6374,BULL
500343,2024-07-05,44.8815,2.4199857142857146,2024-07-08,50.5314,BULL
500343,2024-07-12,54.4436,3.713657142857143,2024-07-15,61.5631,BULL
500343,2024-07-15,59.1303,4.167578571428571,2024-07-16,61.434,BULL
500343,2024-11-26,54.3067,3.10037857142857,2024-11-27,62.7168,BULL
500343,2024-12-16,68.7453,5.124628571428572,2024-12-17,70.5988,BULL
500343,2025-06-02,61.3118,3.7338642857142843,2025-06-03,61.4413,BULL
500350,2024-06-24,199.95,9.099999999999996,2024-06-25,203.9,BULL
500350,2024-06-25,203.2,9.310714285714282,2024-06-26,210.5,BULL
500350,2024-06-26,209.15,8.796428571428565,2024-06-27,212.65,BULL
500350,2024-07-01,217.0,8.81071428571428,2024-07-02,218.2,BULL
500350,2024-07-25,234.45,12.339285714285712,2024-07-26,251.5,BULL
500350,2024-07-30,261.0,12.857142857142852,2024-07-31,260.25,BULL
500365,2024-04-29,40.55,2.1128571428571443,2024-04-30,39.69,BULL
500365,2024-06-24,40.5,2.3714285714285723,2024-06-25,41.7,BULL
500365,2024-07-11,45.0,2.297857142857143,2024-07-12,50.79,BULL
500365,2024-07-12,49.0,2.1228571428571428,2024-07-15,49.62,BULL
500365,2024-08-27,50.5,2.109285714285714,2024-08-28,52.83,BULL
500365,2024-09-16,54.25,2.236428571428572,2024-09-17,56.51,BULL
500365,2024-12-11,49.54,2.1292857142857122,2024-12-12,50.94,BULL
500365,2024-12-12,50.41,2.2057142857142837,2024-12-13,52.03,BULL
500365,2024-12-13,51.65,2.19642857142857,2024-12-16,50.37,BULL
500365,2025-10-27,38.95,1.7257142857142849,2025-10-28,39.76,BULL
500367,2024-06-12,75.0995,3.8588500000000017,2024-06-13,77.7665,BULL
500367,2024-06-13,76.977,3.906307142857144,2024-06-14,76.2452,BULL
500367,2024-06-20,78.4693,4.1635,2024-06-21,83.0331,BULL
500367,2024-07-31,93.1522,4.813385714285711,2024-08-01,91.1303,BULL
500367,2024-12-06,85.8577,3.9663571428571447,2024-12-09,85.4084,BULL
500367,2025-07-16,87.9773,3.528921428571427,2025-07-17,84.6856,BULL
500405,2024-06-20,736.5448,29.80171428571429,2024-06-21,777.277,BULL
500405,2024-07-05,798.4966,30.305149999999987,2024-07-08,850.9323,BULL
500405,2025-06-11,739.8273,18.904914285714295,2025-06-12,747.8281,BULL
500405,2025-06-17,768.4721,25.332357142857152,2025-06-18,792.8203,BULL
500405,2025-06-23,809.9578,34.95237857142858,2025-06-24,861.6173,BULL
500405,2025-09-18,810.1085,18.549057142857155,2025-09-19,835.9227,BULL
500405,2025-09-19,820.9225,18.73772142857144,2025-09-22,846.8364,BULL
500405,2025-09-23,848.1819,20.10817857142859,2025-09-24,857.6505,BULL
500405,2025-09-26,865.1257,21.10488571428572,2025-09-29,843.8464,BULL
