date,equity,regime,daily_pnl
2022-07-11,1200423.9546291989,BEARISH,0.0
2022-07-12,1200423.9546291989,BEARISH,0.0
2022-07-13,1200423.9546291989,BEARISH,0.0
2022-07-14,1200423.9546291989,BEARISH,0.0
2022-07-15,1200423.9546291989,BEARISH,0.0
2022-07-18,1200423.9546291989,BEARISH,0.0
2022-07-19,1200423.9546291989,BEARISH,0.0
2022-07-20,1198765.5077411986,SIDEWAYS,-0.0013815509775565449
2022-07-21,1209250.2641411985,SIDEWAYS,0.008746294694244261
2022-07-22,1213001.6501411984,SIDEWAYS,0.0031022412078314243
2022-07-25,1211167.4649411985,SIDEWAYS,-0.0015121044557412366
2022-07-26,1199800.6477411983,BEARISH,-0.009385008703608144
2022-07-27,1200330.366629999,SIDEWAYS,0.0004415057533082578
2022-07-28,1202174.5798299983,NEUTRAL,0.0015364213480471012
2022-07-29,1202399.5476299983,NEUTRAL,0.00018713405172143815
2022-08-01,1205893.0462299986,NEUTRAL,0.002905439050510328
2022-08-02,1207225.2790299985,NEUTRAL,0.0011047686228600195
2022-08-03,1206800.222916399,NEUTRAL,-0.0003520934501479722
2022-08-04,1206815.2705163984,NEUTRAL,1.2469006645643432e-05
2022-08-05,1201251.9180467986,NEUTRAL,-0.004609945370693924
2022-08-08,1197626.9597683984,NEUTRAL,-0.0030176503562169277
2022-08-10,1199560.7013683985,NEUTRAL,0.0016146443466620308
2022-08-11,1193342.6357867983,BULLISH,-0.005183618948592539
2022-08-12,1178240.4224795988,BULLISH,-0.012655387358419756
2022-08-16,1186485.3117795987,BULLISH,0.006997628958144819
2022-08-17,1188176.6492795986,BULLISH,0.001425502265563816
2022-08-18,1187572.2305507988,BULLISH,-0.0005086943335961269
2022-08-19,1185093.569038399,BULLISH,-0.0020871669517316116
2022-08-22,1184783.1427383989,BULLISH,-0.0002619424390700731
2022-08-23,1174113.0561383988,BULLISH,-0.009005940593768247
2022-08-24,1176412.5849383988,BULLISH,0.001958524171056464
2022-08-25,1174331.6703211986,BULLISH,-0.001768864634603573
2022-08-26,1172834.9015831987,BULLISH,-0.0012745706990858752
2022-08-29,1176830.063083199,BULLISH,0.0034064142315404222
2022-08-30,1180495.0226831988,BULLISH,0.003114264085332552
2022-09-01,1187738.9927831988,BULLISH,0.006136383433057446
2022-09-02,1187793.779483199,BULLISH,4.612688505889473e-05
2022-09-05,1179613.3921535988,BULLISH,-0.0068870434168794015
2022-09-06,1186516.518353599,BULLISH,0.005852024269915379
2022-09-07,1191283.5328535987,BULLISH,0.0040176554023996225
2022-09-08,1205458.054053599,BULLISH,0.011898528611443693
2022-09-09,1193287.1244535989,BULLISH,-0.010096518546682698
2022-09-12,1203224.439253599,BULLISH,0.008327681239794105
2022-09-13,1206539.3012535989,BULLISH,0.0027549822725145834
2022-09-14,1194052.0628967988,BULLISH,-0.01034963249338483
2022-09-15,1196494.642873199,BULLISH,0.0020456226761791374
2022-09-16,1180730.898073199,BULLISH,-0.013174939724047374
2022-09-19,1193830.979373199,BULLISH,0.011094891580611277
2022-09-20,1199799.308573199,BULLISH,0.0049993083636794555
