symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_reason
HFCL,2007-12-11,2007-12-20,37.7749,41.9502,264,1057.9797888000012,SCORE_LOW
GODREJIND,2007-12-17,2007-12-20,464.4506,380.8346,20,-1702.786768,SCORE_LOW
GILLETTE,2007-12-14,2007-12-24,1137.5396,1154.2685,8,96.8946079999987,SCORE_LOW
TRIDENT,2007-12-31,2008-01-02,2.7024,2.6279,3565,-303.0663540000005,SCORE_LOW
ADANIENT,2008-01-02,2008-01-04,80.0773,76.1111,119,-508.20668360000127,SCORE_LOW
CUB,2008-01-02,2008-01-04,23.4472,23.0539,409,-198.57588040000155,SCORE_LOW
RCF,2008-01-02,2008-01-08,85.8763,81.3549,111,-537.9969755999991,SCORE_LOW
OLECTRA,2008-01-02,2008-01-09,56.034,60.3371,171,694.559523599999,SCORE_LOW
TECHNOE,2008-01-04,2008-01-09,291.8568,293.887,33,28.20351599999958,SCORE_LOW
BBTC,2008-01-07,2008-01-09,186.9862,178.0646,51,-491.32677839999997,SCORE_LOW
HFCL,2008-01-02,2008-01-10,51.922,50.9396,184,-218.2531455999997,SCORE_LOW
TORNTPOWER,2008-01-03,2008-01-10,164.6946,145.7723,58,-1131.3125736000002,SCORE_LOW
KEI,2008-01-07,2008-01-11,109.559,107.9003,88,-183.946505599999,SCORE_LOW
ASTRAL,2009-06-02,2009-06-09,4.9137,5.2856,1895,664.6856519999983,SCORE_LOW
GRANULES,2009-06-02,2009-06-12,5.4968,5.2738,1694,-413.4972687999998,SCORE_LOW
ASHOKLEY,2009-06-02,2009-06-15,6.5309,5.0845,1425,-2090.1016499999987,TRAILING_STOP_20
FACT,2009-06-02,2009-06-17,53.324,41.1642,174,-2144.4554831999994,TRAILING_STOP_20
DEEPAKFERT,2009-06-02,2009-06-19,62.7871,56.3237,148,-989.9268303999997,SCORE_LOW
GMRAIRPORT,2009-06-02,2009-06-22,77.2177,58.9718,120,-2217.814464,TRAILING_STOP_20
COROMANDEL,2009-06-02,2009-06-23,78.5829,65.9082,118,-1526.7232704000007,TRAILING_STOP_20
ATUL,2009-06-22,2009-06-23,52.9671,54.0306,140,118.63286399999924,SCORE_LOW
RCF,2009-06-02,2009-07-07,57.4948,43.089,161,-2347.0831160000007,TRAILING_STOP_20
BATAINDIA,2009-06-15,2009-07-31,71.5042,74.553,117,321.81879599999957,SCORE_LOW
ABB,2009-07-29,2009-08-25,595.89,625.3244,12,323.1972287999997,SCORE_LOW
ACE,2009-08-25,2009-09-29,36.6796,33.1843,208,-754.6317376000006,SCORE_LOW
EIDPARRY,2009-06-02,2009-09-30,109.8432,125.2861,84,1255.1074704000002,SCORE_LOW
AJANTPHARM,2009-09-29,2009-10-01,7.5195,7.6637,914,103.78031280000141,SCORE_LOW
ANANTRAJ,2009-09-30,2009-10-07,56.5735,51.4454,184,-981.4342144000002,SCORE_LOW
ASAHIINDIA,2009-10-07,2009-10-14,70.7631,65.7974,133,-695.4423168000012,SCORE_LOW
BAJFINANCE,2009-06-23,2009-10-30,1.338,2.2342,5777,5125.719506399999,TRAILING_STOP_20
AJANTPHARM,2009-10-30,2009-11-05,7.0187,6.9808,1569,-103.27660079999987,SCORE_LOW
ASTRAZEN,2009-10-01,2009-12-31,863.6987,887.8458,8,164.76573439999993,SCORE_LOW
CYIENT,2009-06-09,2010-01-07,62.738,103.331,140,5625.154640000001,SCORE_LOW
OLECTRA,2010-01-07,2010-01-20,35.6654,29.0143,361,-2442.9437491999997,TRAILING_STOP_20
HINDZINC,2009-06-02,2010-02-05,23.0269,36.5281,404,5395.4553904,TRAILING_STOP_20
AIAENG,2009-06-17,2010-02-26,199.388,300.689,38,3803.7332719999995,SCORE_LOW
AKZOINDIA,2009-12-31,2010-03-15,397.9668,377.8236,22,-476.3988767999999,SCORE_LOW
ASHOKLEY,2009-11-05,2010-03-19,9.0723,9.5531,1253,554.5622628000019,SCORE_LOW
HONAUT,2009-06-23,2010-05-04,1368.3889,2303.8324,5,4631.140851999999,TRAILING_STOP_20
DRREDDY,2009-06-19,2010-05-07,130.694,217.8456,61,5263.093273600001,SCORE_LOW
AARTIIND,2010-03-19,2010-05-13,8.886,8.812,1350,-147.48480000000018,SCORE_LOW
APOLLOTYRE,2009-06-12,2010-05-20,25.1838,51.9758,340,9038.592912000002,TRAILING_STOP_20
MAHSCOOTER,2010-03-15,2010-05-21,270.3695,229.561,39,-1627.343015999999,TRAILING_STOP_20
ADANIPORTS,2010-05-13,2010-06-21,135.9545,131.8856,86,-395.2940463999985,SCORE_LOW
ADANIENT,2010-05-27,2010-06-23,72.643,67.8001,177,-905.1957707999991,SCORE_LOW
ZFCVINDIA,2009-07-31,2010-06-25,267.4075,753.329,33,15935.970071999998,SCORE_LOW
AMBUJACEM,2010-05-04,2010-06-28,88.7972,97.0119,128,1001.8115072,SCORE_LOW
ALKYLAMINE,2010-06-21,2010-08-06,12.4447,14.2616,909,1599.7069223999988,TRAILING_STOP_20
APOLLOHOSP,2010-06-23,2010-09-17,385.6674,389.2038,30,59.38754400000107,SCORE_LOW
ADANIPOWER,2010-05-07,2010-09-20,23.94,28.05,553,2210.7833999999984,SCORE_LOW
ASTRAZEN,2010-06-28,2010-09-28,1169.7672,1085.2305,13,-1155.4090859999997,TRAILING_STOP_20
ASIANPAINT,2010-02-05,2010-10-13,170.0457,233.0539,72,4469.470876799998,SCORE_LOW
AJANTPHARM,2010-01-20,2010-11-03,10.198,18.5497,1168,9668.1214016,SCORE_LOW
CCL,2010-09-20,2010-11-16,27.1472,22.5653,570,-2663.1318840000004,TRAILING_STOP_20
BANKINDIA,2010-09-28,2010-11-24,403.136,346.2676,34,-1980.6179936000008,TRAILING_STOP_20
ACE,2010-05-27,2010-11-25,41.4638,50.7269,328,2971.7431072000018,SCORE_LOW
AARTIIND,2010-11-03,2010-11-25,13.6072,12.5013,1375,-1589.3696500000005,TRAILING_STOP_20
ASAHIINDIA,2010-08-06,2010-11-26,73.8544,92.509,218,3986.034951999998,TRAILING_STOP_20
ALOKINDS,2010-10-13,2010-11-26,20.869,24.1153,811,2554.519266800002,TRAILING_STOP_20
ADANIPOWER,2010-11-25,2010-11-30,26.0,27.4,668,861.9871999999996,SCORE_LOW
3MINDIA,2010-02-26,2010-12-06,1885.8749,3420.5867,6,9126.176719199997,SCORE_LOW
BALKRISIND,2010-11-25,2010-12-08,65.2622,65.5884,255,16.280831999996735,SCORE_LOW
ASTRAL,2010-06-25,2010-12-09,11.3019,13.1176,1337,2357.4379751999986,TRAILING_STOP_20
BANKINDIA,2010-11-30,2010-12-09,361.8267,330.7085,47,-1524.7285980000015,SCORE_LOW
ADANIENT,2010-11-26,2010-12-13,77.2639,83.7025,217,1324.5224299999973,SCORE_LOW
ABBOTINDIA,2010-11-24,2010-12-16,1256.3888,1055.7042,9,-1844.1667512000004,SCORE_LOW
BAJAJ-AUTO,2009-10-14,2010-12-22,550.7832,989.5776,15,6522.541343999999,SCORE_LOW
BATAINDIA,2010-11-16,2010-12-23,164.1382,151.2955,94,-1264.1009080000022,SCORE_LOW
ASIANPAINT,2010-12-23,2010-12-24,259.6656,251.4633,63,-580.1136515999988,SCORE_LOW
BAJFINANCE,2010-11-26,2010-12-31,6.5216,6.4198,2572,-327.8765024000022,SCORE_LOW
BERGEPAINT,2010-12-13,2010-12-31,26.4333,27.8472,629,819.2795448000034,SCORE_LOW
AIAENG,2010-12-09,2011-01-04,377.5355,367.7868,42,-471.23358239999834,SCORE_LOW
AMBUJACEM,2010-09-17,2011-01-06,113.0335,105.129,135,-1123.87716,SCORE_LOW
BAJAJHLDNG,2010-12-24,2011-01-07,642.4975,575.9662,25,-1720.8791199999996,SCORE_LOW
AARTIIND,2011-01-06,2011-01-07,11.6954,10.9082,1387,-1152.3650935999976,SCORE_LOW
ASTRAL,2010-12-09,2011-01-13,13.1176,12.3563,1226,-993.9490952000015,SCORE_LOW
3MINDIA,2011-01-13,2011-01-14,3497.6941,3415.0594,4,-385.17975040000056,SCORE_LOW
BASF,2010-12-06,2011-01-19,591.5971,546.3794,28,-1327.2900927999963,SCORE_LOW
BATAINDIA,2011-01-07,2011-02-01,172.4561,137.0776,79,-2838.2180215999997,TRAILING_STOP_20
ALOKINDS,2010-12-31,2011-02-09,26.3414,20.3589,631,-3826.343363600001,TRAILING_STOP_20
BIOCON,2011-01-14,2011-02-09,56.7963,48.3957,258,-2217.2991624000006,SCORE_LOW
APARINDS,2011-01-19,2011-02-09,173.8199,139.6049,86,-2990.5140856,SCORE_LOW
APOLLOHOSP,2010-12-31,2011-02-17,430.4688,445.2399,38,493.62533520000216,SCORE_LOW
AUROPHARMA,2010-12-16,2011-02-23,121.5463,90.0174,136,-4336.8998656,TRAILING_STOP_20
ATUL,2011-01-07,2011-03-09,155.1472,139.4552,101,-1641.2319008000013,SCORE_LOW
CARBORUNIV,2010-12-22,2011-03-14,109.6036,110.5242,150,71.7754799999966,SCORE_LOW
ABBOTINDIA,2011-01-04,2011-03-22,1124.0046,1041.3695,14,-1215.208091999999,SCORE_LOW
KAJARIACER,2011-03-28,2011-03-31,32.0342,32.6836,433,224.5822048000009,SCORE_LOW
SUNPHARMA,2011-03-28,2011-04-01,196.706,200.2302,70,190.62954399999944,SCORE_LOW
M&MFIN,2011-03-28,2011-04-04,81.5852,79.4953,170,-409.3398039999993,SCORE_LOW
SUPREMEIND,2011-03-28,2011-04-04,122.7855,121.3506,112,-215.07386880000013,SCORE_LOW
HAVELLS,2011-04-04,2011-04-06,69.5184,68.2313,180,-280.80453599999964,SCORE_LOW
GRAVITA,2011-03-28,2011-04-26,60.1576,59.6049,230,-181.9575079999995,TRAILING_STOP_20
AXISBANK,2011-03-31,2011-05-12,259.3507,222.608,54,-2032.1891280000018,SCORE_LOW
GRASIM,2011-03-28,2011-05-25,343.8135,312.1153,40,-1317.8664480000007,SCORE_LOW
ACC,2010-12-08,2011-06-17,820.9431,795.2193,20,-578.093544000003,SCORE_LOW
SIEMENS,2011-03-28,2011-06-21,433.1451,417.3076,32,-560.2153728000012,SCORE_LOW
BOSCHLTD,2011-03-28,2011-06-23,5670.3061,6017.8301,2,646.9053592,REGIME_BEAR
CRISIL,2011-03-28,2011-06-23,489.0728,548.6668,28,1607.1813184000002,REGIME_BEAR
ITC,2011-04-01,2011-06-23,74.5194,79.7817,188,929.3165615999987,REGIME_BEAR
BATAINDIA,2011-04-04,2011-06-23,181.8829,228.95,79,3645.952699999998,REGIME_BEAR
BLUEDART,2011-04-06,2011-06-23,1037.1098,1195.72,11,1692.10052,REGIME_BEAR
ABBOTINDIA,2011-04-26,2011-06-23,1326.245,1254.2333,10,-770.2863319999979,REGIME_BEAR
HCLTECH,2012-06-27,2012-07-17,83.6423,85.0471,167,177.79013719999966,SCORE_LOW
GILLETTE,2012-06-27,2012-07-20,1956.489,1944.6251,7,-137.4968028000003,SCORE_LOW
EICHERMOT,2012-06-27,2012-08-09,184.0914,187.0384,76,167.11232640000162,SCORE_LOW
ABBOTINDIA,2012-08-09,2012-08-13,1328.6872,1324.5909,10,-93.9466360000024,SCORE_LOW
CEATLTD,2012-06-27,2012-08-14,85.0943,87.2598,164,297.8995711999996,SCORE_LOW
BAJAJFINSV,2012-07-17,2012-09-13,67.4411,75.2332,216,1618.0921151999992,SCORE_LOW
CUB,2012-06-27,2012-09-14,32.7188,33.2399,427,165.73595079999905,SCORE_LOW
CASTROLIND,2012-06-27,2012-09-21,79.4825,94.441,176,2566.2095360000003,SCORE_LOW
APOLLOHOSP,2012-09-13,2012-09-21,646.6554,658.9264,25,240.88236000000143,SCORE_LOW
GLENMARK,2012-06-27,2012-10-01,348.7063,400.1687,40,1994.469008,SCORE_LOW
AJANTPHARM,2012-07-20,2012-10-09,58.1591,62.4131,233,933.0129907999981,SCORE_LOW
GRANULES,2012-06-27,2012-10-30,11.019,16.0051,1270,6251.0410919999995,TRAILING_STOP_20
AKZOINDIA,2012-10-30,2012-11-02,619.011,622.3007,28,22.41392160000396,SCORE_LOW
BALRAMCHIN,2012-09-21,2012-11-23,55.2233,51.0138,286,-1262.2767871999986,SCORE_LOW
APLAPOLLO,2012-11-23,2012-12-03,15.7376,16.2757,1076,508.94498719999683,SCORE_LOW
ACC,2012-09-14,2012-12-10,1192.2376,1210.1853,12,157.28350560000217,SCORE_LOW
AMBUJACEM,2012-10-01,2012-12-13,175.8423,170.7747,90,-517.5628919999981,SCORE_LOW
ATUL,2012-06-27,2013-01-16,208.7239,345.0902,67,9044.057926399997,TRAILING_STOP_20
ADANIPORTS,2013-01-16,2013-01-18,126.9827,123.2466,180,-761.2355519999983,SCORE_LOW
APARINDS,2012-12-13,2013-01-23,131.479,120.2266,116,-1361.063542400001,SCORE_LOW
ALKYLAMINE,2012-12-10,2013-02-18,24.3928,24.2222,590,-157.81839200000104,TRAILING_STOP_20
CONCOR,2013-02-18,2013-02-19,188.6167,186.8592,75,-187.8702600000015,SCORE_LOW
AARTIIND,2012-10-09,2013-02-20,18.2429,18.7143,794,314.8549832000026,SCORE_LOW
BAJFINANCE,2012-09-21,2013-03-05,10.0441,12.1128,1697,3428.3622136000013,SCORE_LOW
BAJAJHLDNG,2013-02-20,2013-03-12,775.988,726.115,19,-1002.771740000002,SCORE_LOW
BAJAJ-AUTO,2012-11-02,2013-03-13,1357.469,1359.1226,13,-49.17757520000305,SCORE_LOW
APLAPOLLO,2013-01-18,2013-03-19,16.6315,15.831,1329,-1148.0220960000006,TRAILING_STOP_20
ASTRAL,2012-08-13,2013-03-21,21.1933,33.1471,659,7790.178444400002,SCORE_LOW
CANFINHOME,2013-03-12,2013-03-25,25.915,23.1453,529,-1514.1467548,SCORE_LOW
APOLLOTYRE,2013-03-21,2013-04-03,70.9498,70.5695,310,-205.3991799999967,SCORE_LOW
ALKYLAMINE,2013-03-25,2013-04-25,26.9515,25.5868,450,-660.1712399999997,SCORE_LOW
CHOLAFIN,2012-06-27,2013-04-29,30.844,50.9004,453,8993.317675199998,SCORE_LOW
MINDACORP,2012-12-03,2013-05-30,7.5564,27.7602,2300,46213.34616,SCORE_LOW
AXISBANK,2013-05-30,2013-06-10,269.1576,254.0469,96,-1548.181209600003,SCORE_LOW
AJANTPHARM,2013-01-23,2013-06-13,82.8577,123.9691,166,6742.176917599998,TRAILING_STOP_20
BERGEPAINT,2013-02-19,2013-08-01,55.1917,55.3801,253,-8.379461199998332,TRAILING_STOP_20
AKZOINDIA,2013-03-19,2013-08-02,654.7106,671.1164,32,439.0827008000015,SCORE_LOW
ASIANPAINT,2013-03-13,2013-08-06,428.31,393.011,40,-1474.8417600000012,SCORE_LOW
CERA,2012-08-14,2013-08-20,295.9885,480.1323,47,8564.4937276,REGIME_BEAR
APLLTD,2013-03-05,2013-08-20,80.3448,124.1286,254,10994.970542400002,REGIME_BEAR
DABUR,2013-04-03,2013-08-20,126.4921,138.9672,171,2038.188535199999,REGIME_BEAR
GODREJCP,2013-04-25,2013-08-20,260.0713,251.3079,44,-429.8197904000008,REGIME_BEAR
APOLLOHOSP,2013-04-29,2013-08-20,789.4846,796.7912,29,119.46362080000108,REGIME_BEAR
ASTRAL,2013-06-10,2013-08-20,51.1791,44.5167,504,-3447.595267200002,REGIME_BEAR
CRISIL,2013-06-14,2013-08-20,952.2359,948.9095,26,-185.17298799999844,REGIME_BEAR
MARICO,2013-09-20,2013-10-01,90.564,90.1504,265,-205.16342399999849,SCORE_LOW
GLAXO,2013-09-20,2013-10-10,958.1121,971.7634,25,244.10615999999936,SCORE_LOW
TRIDENT,2013-10-10,2013-10-28,1.0186,0.7963,24938,-5623.149917599996,TRAILING_STOP_20
EICHERMOT,2013-09-20,2013-10-30,312.9297,362.0977,76,3626.690299199996,SCORE_LOW
BATAINDIA,2013-10-30,2013-10-31,400.9805,414.5884,63,752.8214231999991,SCORE_LOW
BAJAJ-AUTO,2013-09-20,2013-11-21,1458.7802,1428.9505,16,-568.7280319999991,SCORE_LOW
BHARTIARTL,2013-09-20,2013-11-28,285.906,274.971,84,-1010.9302559999996,SCORE_LOW
BAYERCROP,2013-10-31,2013-12-04,1511.1337,1455.1364,17,-1050.9033751999996,SCORE_LOW
HEROMOTOCO,2013-09-20,2013-12-30,1347.168,1416.096,17,1075.4814720000031,SCORE_LOW
GESHIP,2013-09-20,2014-01-16,178.9224,199.8302,134,2694.5362127999942,SCORE_LOW
UNOMINDA,2013-11-28,2014-01-27,7.2279,5.6816,3174,-4980.0897935999965,TRAILING_STOP_20
AXISBANK,2014-01-16,2014-01-28,225.7155,216.5757,118,-1180.720130400001,SCORE_LOW
CEATLTD,2013-12-04,2014-01-30,298.0557,242.8225,82,-4608.768179999999,TRAILING_STOP_20
ADANIPORTS,2014-01-27,2014-01-30,135.097,134.5325,132,-145.54715999999826,SCORE_LOW
BANKBARODA,2014-01-28,2014-01-30,97.7861,90.5329,259,-1972.370884400003,SCORE_LOW
ADANIENT,2013-11-21,2014-02-10,34.3572,31.3714,730,-2271.238487999999,TRAILING_STOP_20
ASIANPAINT,2014-02-10,2014-02-12,442.5167,431.8857,51,-630.2856828000004,SCORE_LOW
ECLERX,2013-09-20,2014-03-18,397.5945,532.0296,60,7938.418895999999,SCORE_LOW
AJANTPHARM,2013-09-20,2014-03-24,179.6426,234.9568,133,7231.791582400001,SCORE_LOW
BATAINDIA,2014-01-30,2014-03-28,415.4048,514.8336,68,6621.123660800004,SCORE_LOW
3MINDIA,2014-02-12,2014-04-03,3432.6636,3325.8749,6,-720.5531975999984,SCORE_LOW
ALKYLAMINE,2013-09-20,2014-04-22,25.65,50.4155,936,22991.752368000005,SCORE_LOW
BAJFINANCE,2014-01-30,2014-05-16,14.364,16.9721,1994,5065.181930399998,SCORE_LOW
APLLTD,2013-10-28,2014-05-19,174.6164,199.8383,115,2808.592882000001,TRAILING_STOP_20
APOLLOTYRE,2013-12-30,2014-07-11,94.8574,144.7756,252,12433.452595199997,TRAILING_STOP_20
ADANIENT,2014-03-28,2014-07-11,50.807,59.3255,627,5192.311146,TRAILING_STOP_20
ACC,2014-05-16,2014-07-18,1260.4088,1276.6352,28,311.35605759999453,SCORE_LOW
CANFINHOME,2014-03-18,2014-08-11,31.2568,63.3152,1001,31836.944339199996,TRAILING_STOP_20
CGPOWER,2014-07-11,2014-08-21,57.2471,68.5531,517,5703.4341891999975,SCORE_LOW
ACE,2014-07-11,2014-09-30,26.3621,31.2575,1654,7890.191979999996,SCORE_LOW
ASIANPAINT,2014-09-30,2014-11-12,575.9953,590.6238,92,1128.4724415999954,SCORE_LOW
AARTIIND,2014-08-11,2014-12-29,58.2671,60.8958,791,1886.6273887999996,SCORE_LOW
AIAENG,2014-04-03,2015-01-20,497.9925,978.03,48,22854.018240000005,SCORE_LOW
APARINDS,2014-05-19,2015-01-22,157.8956,336.7499,207,36744.01118280001,SCORE_LOW
SONATSOFTW,2014-08-21,2015-01-22,24.3738,32.3467,2049,16071.358546799987,SCORE_LOW
MINDACORP,2014-07-18,2015-01-23,32.5866,73.7063,1089,44458.28865719999,TRAILING_STOP_20
3MINDIA,2014-11-12,2015-01-29,5862.0048,6549.4667,9,5951.376298799994,SCORE_LOW
ABB,2015-01-23,2015-02-03,1135.0112,1106.5482,60,-1973.3515679999982,SCORE_LOW
AIAENG,2015-01-22,2015-02-12,1090.9557,952.9405,63,-8935.098605999985,SCORE_LOW
AARTIIND,2015-02-12,2015-02-16,70.4339,65.5843,881,-4503.616673200006,SCORE_LOW
AUROPHARMA,2013-10-03,2015-02-20,98.7424,501.4323,247,98968.9901876,SCORE_LOW
TITAGARH,2015-02-20,2015-03-19,128.6988,123.2865,525,-3100.359150000011,TRAILING_STOP_20
ASIANPAINT,2015-03-19,2015-04-29,764.3365,685.0687,86,-7052.694432799995,SCORE_LOW
KEI,2014-04-22,2015-05-06,20.2154,64.2861,1741,76279.4002996,TRAILING_STOP_20
AMBUJACEM,2015-01-22,2015-05-06,214.985,193.4091,309,-6906.006747600004,SCORE_LOW
ABBOTINDIA,2015-02-03,2015-05-18,3539.2806,3397.0916,18,-2803.9925951999976,SCORE_LOW
ADANIPORTS,2015-05-04,2015-05-25,330.1512,324.9916,210,-1356.508944000001,SCORE_LOW
BAYERCROP,2014-12-29,2015-06-01,2601.9073,3094.2969,18,8640.223423200005,SCORE_LOW
ADANIENT,2015-01-29,2015-06-01,85.6935,92.1342,813,4936.668681600015,TRAILING_STOP_20
AXISBANK,2015-01-20,2015-06-16,535.3156,535.4123,91,-186.09037720000197,SCORE_LOW
ABB,2015-02-16,2015-06-24,1255.8606,1151.6526,45,-4896.657467999998,SCORE_LOW
BHARATFORG,2014-01-30,2015-06-26,151.3755,491.4651,25,8453.09349,SCORE_LOW
APLAPOLLO,2015-05-11,2015-08-12,39.911,40.4081,1666,558.8890216,SCORE_LOW
ABREL,2015-06-26,2015-08-13,640.0752,633.5346,64,-580.7832576000001,SCORE_LOW
SAREGAMA,2015-06-01,2015-08-20,17.3109,33.1669,3958,62232.949639200015,TRAILING_STOP_20
AKZOINDIA,2015-08-14,2015-08-24,1048.5355,961.8416,19,-1720.284061600003,SCORE_LOW
ASAHIINDIA,2014-03-24,2015-09-04,56.5927,136.9505,556,44374.35888800001,REGIME_BEAR
ABFRL,2015-05-11,2015-09-04,172.3016,186.2987,385,5101.983502000003,REGIME_BEAR
APLLTD,2015-05-18,2015-09-04,455.8318,615.0125,150,23508.09749999999,REGIME_BEAR
BRITANNIA,2015-05-25,2015-09-04,1090.8048,1306.1059,64,13444.907289600014,REGIME_BEAR
3MINDIA,2015-06-01,2015-09-04,8435.3411,9800.9747,8,10611.437609600005,REGIME_BEAR
BAJAJFINSV,2015-06-22,2015-09-04,150.9076,182.1054,450,13711.220280000009,REGIME_BEAR
AARTIIND,2015-06-24,2015-09-04,78.1469,94.6008,867,13937.455725599997,REGIME_BEAR
ADANIPORTS,2015-08-14,2015-09-04,344.8389,322.9548,251,-5817.155719200018,REGIME_BEAR
ASIANPAINT,2016-07-01,2016-07-05,934.2925,917.0062,84,-1760.1632832000032,SCORE_LOW
BSOFT,2016-07-01,2016-07-08,82.7102,79.146,956,-3710.029503999991,SCORE_LOW
AARTIIND,2016-07-05,2016-07-15,128.7011,126.2097,604,-1809.7282351999893,SCORE_LOW
AJANTPHARM,2016-07-08,2016-07-22,1000.6407,982.571,77,-1693.9987679999904,SCORE_LOW
ALKYLAMINE,2016-07-01,2016-07-27,138.4919,133.9893,571,-2877.016161199994,SCORE_LOW
AARTIIND,2016-07-22,2016-07-27,129.8819,131.7238,615,808.7279520000011,SCORE_LOW
ASTRAL,2016-07-01,2016-08-19,216.233,216.6327,365,-170.393241999991,SCORE_LOW
3MINDIA,2016-07-01,2016-08-23,12671.5923,12354.803,6,-2197.251071999999,SCORE_LOW
CHAMBLFERT,2016-07-01,2016-09-01,55.8424,52.9349,1416,-4416.843273599996,SCORE_LOW
ATUL,2016-07-27,2016-09-16,1892.3493,2114.4107,43,9184.961559599993,SCORE_LOW
BOSCHLTD,2016-07-01,2016-09-23,20246.5382,21083.0439,3,2256.520573199996,SCORE_LOW
ACC,2016-09-01,2016-09-23,1544.6878,1469.6602,48,-3883.499558399999,SCORE_LOW
APLAPOLLO,2016-07-15,2016-09-27,89.5213,85.4253,885,-3927.3655620000063,SCORE_LOW
COALINDIA,2016-08-19,2016-10-14,153.7998,145.8759,535,-4551.460926,SCORE_LOW
AMBUJACEM,2016-07-27,2016-10-24,232.6635,215.9916,350,-6137.553240000008,SCORE_LOW
BAJFINANCE,2016-07-01,2016-11-09,79.3541,92.2855,996,12512.008967999995,TRAILING_STOP_20
3MINDIA,2016-11-09,2016-11-10,11934.1508,12056.7784,6,446.4029184000101,SCORE_LOW
CENTURYPLY,2016-07-01,2016-11-11,199.6857,198.7161,396,-698.7279023999872,TRAILING_STOP_20
CANFINHOME,2016-07-01,2016-11-15,227.0959,236.6796,348,3005.6695967999985,TRAILING_STOP_20
AKZOINDIA,2016-09-16,2016-11-15,1271.9211,1190.9375,65,-5573.577750000011,SCORE_LOW
BASF,2016-10-14,2016-11-15,1197.1755,1072.1847,66,-8532.4495608,SCORE_LOW
AJANTPHARM,2016-09-23,2016-12-26,1248.1692,1025.3952,45,-10209.401136,SCORE_LOW
ATUL,2016-09-27,2017-01-04,2251.5094,1983.8288,33,-9095.32520159999,SCORE_LOW
BBTC,2017-01-05,2017-01-18,524.3869,535.2924,146,1279.592238400015,SCORE_LOW
ABREL,2016-11-11,2017-01-24,779.3825,805.3938,99,2256.1827551999886,SCORE_LOW
BAYERCROP,2016-11-30,2017-02-06,3486.7554,3586.255,22,1873.400760000004,SCORE_LOW
ATUL,2017-01-18,2017-02-10,2180.4012,2257.1573,35,2370.461478000012,SCORE_LOW
AARTIIND,2016-09-23,2017-03-03,149.2343,175.6947,564,14527.298356800005,SCORE_LOW
ADANIPORTS,2016-10-24,2017-03-06,272.7911,288.3506,275,3961.67684,SCORE_LOW
ACE,2017-01-24,2017-03-10,44.7898,52.9772,1725,13757.722320000015,SCORE_LOW
ASAHIINDIA,2017-03-10,2017-03-20,207.9819,202.1778,430,-2843.5088160000014,SCORE_LOW
AARTIIND,2017-03-20,2017-03-28,186.7701,182.7792,476,-2247.6799968000123,SCORE_LOW
AIAENG,2016-08-23,2017-05-17,1161.0027,1408.3648,63,15228.904370400007,SCORE_LOW
ALKEM,2017-02-10,2017-05-17,1673.6517,1728.8089,46,2219.1303623999993,SCORE_LOW
OLECTRA,2017-02-06,2017-05-24,42.7376,78.4354,1903,67335.86313520001,TRAILING_STOP_20
BALRAMCHIN,2017-03-03,2017-05-29,138.5153,143.158,640,2604.843519999995,SCORE_LOW
